item_id,item_material,item_num,item_length,item_width,item_order,ItemS,分批次结果,,,,
30798,XMJQ-0218S,1,762,328,order147,0.249936,32,,,,
30961,XMJQ-0218S,1,1868,368,order147,0.687424,32,,,,
31045,XMJQ-0218S,1,1868,368,order147,0.687424,32,,,,
31154,XMJQ-0218S,1,1238,38,order147,0.047044,32,,,,
31155,XMJQ-0215S,1,98,362,order147,0.035476,32,,,,
31313,XMJQ-0215S,1,1344,762,order147,1.024128,32,,,,
31358,XMJQ-0215S,1,148,762,order147,0.112776,32,,,,
31379,XMJQ-0218S,1,1200,396,order147,0.4752,32,,,,
31497,XMJQ-0218S,1,430,397,order147,0.17071,32,,,,
31582,XMJQ-0218S,1,361,328,order147,0.118408,32,,,,
31615,5-0218S,1,1725.5,356,order147,0.614278,32,,,,
31702,XMJQ-0218S,1,761,328,order147,0.249608,32,,,,
31745,5-0218S,1,345.5,410.5,order147,0.141828,32,,,,
31767,XMJQ-0218S,1,2318,368,order147,0.853024,32,,,,
31800,XMJQ-0218S,1,448,38,order147,0.017024,32,,,,
31865,5-0218S,1,345.5,410.5,order147,0.141828,32,,,,
31881,XMJQ-0218S,1,361,328,order147,0.118408,32,,,,
32014,XMJQ-0215S,1,767,762,order147,0.584454,32,,,,
32162,XMJQ-0218S,1,361,328,order147,0.118408,32,,,,
32278,XMJQ-0218S,1,367,38,order147,0.013946,32,,,,
27468,XMJQ-0218S,1,761,360,order148,0.27396,31,,,,
27527,XMJQ-0218S,1,962,379,order148,0.364598,31,,,,
27528,XMJQ-0218S,1,351.5,377,order148,0.132516,31,,,,
27621,XMJQ-0218S,1,762,379,order148,0.288798,31,,,,
27761,XMJQ-0218S,1,1798,38,order148,0.068324,31,,,,
27777,XMJQ-0218S,1,762,58,order148,0.044196,31,,,,
27848,XMJQ-0215S,1,581,339,order148,0.196959,31,,,,
27919,XMJQ-0218S,1,496.5,380,order148,0.18867,31,,,,
28033,5-0218S,1,295,48,order148,0.01416,31,,,,
28041,XMJQ-0218S,1,768,380,order148,0.29184,31,,,,
28110,XMJQ-0215S,1,338,118,order148,0.039884,31,,,,
28262,XMJQ-0218S,1,762,379,order148,0.288798,31,,,,
28302,5-0218S,1,1134.5,48,order148,0.054456,31,,,,
28393,5-0218S,1,493,495,order148,0.244035,31,,,,
28396,XMJQ-0218S,1,761,360,order148,0.27396,31,,,,
28453,XMJQ-0218S,1,351.5,377,order148,0.132516,31,,,,
28707,5-0218S,1,493,395,order148,0.194735,31,,,,
28789,5-0218S,1,295,48,order148,0.01416,31,,,,
28803,XMJQ-0218S,1,962,379,order148,0.364598,31,,,,
28810,XMJQ-0218S,1,1998,398,order148,0.795204,31,,,,
28908,XMJQ-0215S,1,580,92.5,order148,0.05365,31,,,,
28964,XMJQ-0218S,1,761,360,order148,0.27396,31,,,,
28984,XMJQ-0215S,1,351.5,646,order148,0.227069,31,,,,
28989,XMJQ-0218S,1,430,378,order148,0.16254,31,,,,
29006,XMJQ-0215S,1,338,118,order148,0.039884,31,,,,
29029,XMJQ-0218S,1,768,380,order148,0.29184,31,,,,
29033,XMJQ-0218S,1,761,360,order148,0.27396,31,,,,
29079,XMJQ-0215S,1,581,339,order148,0.196959,31,,,,
29185,XMJQ-0215S,1,589,92.5,order148,0.054483,31,,,,
29235,5-0218S,1,1134.5,48,order148,0.054456,31,,,,
29251,5-0218SD,1,738,395,order148,0.29151,31,,,,
29421,XMJQ-0215S,1,351.5,637,order148,0.223906,31,,,,
29438,XMJQ-0215S,1,338,118,order148,0.039884,31,,,,
29458,XMJQ-0218S,1,962,379,order148,0.364598,31,,,,
29527,5-0218S,1,493,495,order148,0.244035,31,,,,
29548,XMJQ-0218S,1,962,359.5,order148,0.345839,31,,,,
29559,5-0218S,1,493,395,order148,0.194735,31,,,,
29600,XMJQ-0215S,1,580,92.5,order148,0.05365,31,,,,
29643,XMJQ-0218S,1,496.5,380,order148,0.18867,31,,,,
29647,5-0218S,1,1134.5,48,order148,0.054456,31,,,,
29770,XMJQ-0218S,1,762,379,order148,0.288798,31,,,,
29949,XMJQ-0215S,1,338,118,order148,0.039884,31,,,,
29972,XMJQ-0218S,1,762,379,order148,0.288798,31,,,,
29994,XMJQ-0218S,1,761,360,order148,0.27396,31,,,,
29995,5-0218S,1,661,196,order148,0.129556,31,,,,
30055,5-0218S,1,493,395,order148,0.194735,31,,,,
30146,XMJQ-0218S,1,762,58,order148,0.044196,31,,,,
30171,XMJQ-0218S,1,430,378,order148,0.16254,31,,,,
30279,XMJQ-0218S,1,251,962,order148,0.241462,31,,,,
30282,5-0218S,1,295,48,order148,0.01416,31,,,,
30329,5-0218SD,1,738,395,order148,0.29151,31,,,,
30336,XMJQ-0218S,1,1919.5,380,order148,0.72941,31,,,,
30350,XMJQ-0218S,1,1919.5,380,order148,0.72941,31,,,,
30372,XMJQ-0218S,1,768,380,order148,0.29184,31,,,,
30378,XMJQ-0218S,1,962,379,order148,0.364598,31,,,,
30449,XMJQ-0218S,1,762,58,order148,0.044196,31,,,,
30478,5-0218S,1,493,495,order148,0.244035,31,,,,
30510,XMJQ-0218S,1,762,58,order148,0.044196,31,,,,
30535,XMJQ-0215S,1,478,762,order148,0.364236,31,,,,
30568,XMJQ-0215S,1,1822.5,762,order148,1.388745,31,,,,
30590,XMJQ-0218S,1,762,360,order148,0.27432,31,,,,
30637,XMJQ-0218S,1,768,380,order148,0.29184,31,,,,
30638,5-0218S,1,661,196,order148,0.129556,31,,,,
30703,XMJQ-0218S,1,762,379,order148,0.288798,31,,,,
30718,5-0218S,1,1134.5,48,order148,0.054456,31,,,,
30723,XMJQ-0218S,1,1960,377,order148,0.73892,31,,,,
30852,5-0218S,1,493,495,order148,0.244035,31,,,,
30941,XMJQ-0218S,1,398,38,order148,0.015124,31,,,,
30967,XMJQ-0215S,1,478,762,order148,0.364236,31,,,,
31118,XMJQ-0218S,1,761,360,order148,0.27396,31,,,,
31195,XMJQ-0218S,1,637,358,order148,0.228046,31,,,,
31252,5-0218S,1,1134.5,48,order148,0.054456,31,,,,
31272,5-0218SD,1,738,395,order148,0.29151,31,,,,
31292,XMJQ-0215S,1,590,339,order148,0.20001,31,,,,
31328,XMJQ-0218S,1,496.5,380,order148,0.18867,31,,,,
31351,5-0218S,1,1134.5,48,order148,0.054456,31,,,,
31407,XMJQ-0218S,1,496.5,380,order148,0.18867,31,,,,
31422,5-0218S,1,1134.5,48,order148,0.054456,31,,,,
31534,5-0218S,1,1134.5,48,order148,0.054456,31,,,,
31579,XMJQ-0218S,1,1798,38,order148,0.068324,31,,,,
31644,5-0218S,1,295,48,order148,0.01416,31,,,,
31653,XMJQ-0218S,1,962,379,order148,0.364598,31,,,,
31674,XMJQ-0215S,1,338,118,order148,0.039884,31,,,,
31678,5-0218S,1,493,395,order148,0.194735,31,,,,
31726,5-0218S,1,295,48,order148,0.01416,31,,,,
31768,XMJQ-0215S,1,351.5,637,order148,0.223906,31,,,,
31838,XMJQ-0215S,1,338,118,order148,0.039884,31,,,,
31847,XMJQ-0215S,1,1822.5,762,order148,1.388745,31,,,,
31860,5-0218S,1,295,48,order148,0.01416,31,,,,
31914,XMJQ-0218S,1,646,358,order148,0.231268,31,,,,
31933,5-0218S,1,661,196,order148,0.129556,31,,,,
31947,XMJQ-0218S,1,762,379,order148,0.288798,31,,,,
31957,XMJQ-0218S,1,398,38,order148,0.015124,31,,,,
32033,5-0218SD,1,738,395,order148,0.29151,31,,,,
32079,XMJQ-0218S,1,731,962,order148,0.703222,31,,,,
32176,XMJQ-0218S,1,1960,58,order148,0.11368,31,,,,
32191,5-0218S,1,295,48,order148,0.01416,31,,,,
32220,5-0218S,1,295,48,order148,0.01416,31,,,,
32242,XMJQ-0218S,1,1960,58,order148,0.11368,31,,,,
32280,XMJQ-0218S,1,762,360,order148,0.27432,31,,,,
32386,XMJQ-0218S,1,1919.5,380,order148,0.72941,31,,,,
32435,XMJQ-0218S,1,1919.5,380,order148,0.72941,31,,,,
32460,XMJQ-0218S,1,637,358,order148,0.228046,31,,,,
27654,XMJQ-0215S,1,331,92.5,order149,0.030618,32,,,,
27865,5-0218S,1,382,162.5,order149,0.062075,32,,,,
27918,XMJQ-0218S,1,898,38,order149,0.034124,32,,,,
28157,XMJQ-0218S,1,730,497,order149,0.36281,32,,,,
28483,XMJQ-0218S,1,698,460,order149,0.32108,32,,,,
28956,5-0218S,1,698,126,order149,0.087948,32,,,,
29090,XMJQ-0215S,1,662.5,388,order149,0.25705,32,,,,
29354,XMJQ-0218S,1,714.5,498,order149,0.355821,32,,,,
29355,XMJQ-0218S,1,388,459,order149,0.178092,32,,,,
29551,XMJQ-0218S,1,730,497,order149,0.36281,32,,,,
30042,XMJQ-0218S,1,388,48,order149,0.018624,32,,,,
30179,XMJQ-0215S,1,438,118,order149,0.051684,32,,,,
30394,XMJQ-0218S,1,749,38,order149,0.028462,32,,,,
30561,XMJQ-0218S,1,388,48,order149,0.018624,32,,,,
31006,XMJQ-0218S,1,730,698,order149,0.50954,32,,,,
31348,XMJQ-0218S,1,388,496,order149,0.192448,32,,,,
31664,XMJQ-0218S,1,730,497,order149,0.36281,32,,,,
32199,5-0218S,1,489,382,order149,0.186798,32,,,,
32329,XMJQ-0215S,1,332,439,order149,0.145748,32,,,,
32349,XMJQ-0215S,1,438,118,order149,0.051684,32,,,,
32403,XMJQ-0218S,1,424.5,498,order149,0.211401,32,,,,
32525,NBSY-0218SD,1,481,360,order15,0.17316,14,,,,
32537,NBSY-0218S,1,771,58,order15,0.044718,14,,,,
32562,5-0218S,1,627,515,order15,0.322905,14,,,,
32581,NBSY-0215S,1,416.5,771,order15,0.321122,14,,,,
32670,NBSY-0218S,1,482,58,order15,0.027956,14,,,,
32673,NBSY-0218SD,1,371,529,order15,0.196259,14,,,,
32773,NBSY-0218SD,1,2168,530,order15,1.14904,14,,,,
33117,NBSY-0218SD,1,435,500,order15,0.2175,14,,,,
33141,NBSY-0218S,1,771,58,order15,0.044718,14,,,,
33468,5-0218S,1,1566,395,order15,0.61857,14,,,,
33521,NBSY-0218S,1,1598,38,order15,0.060724,14,,,,
33541,NBSY-0218S,1,482,58,order15,0.027956,14,,,,
33930,NBSY-0215S,1,1894,482,order15,0.912908,14,,,,
34014,5-0218S,1,533,395,order15,0.210535,14,,,,
34100,NBSY-0218SD,1,481,360,order15,0.17316,14,,,,
34206,NBSY-0218SD,1,771,529,order15,0.407859,14,,,,
34410,NBSY-0218SD,1,370,510,order15,0.1887,14,,,,
34488,NBSY-0218SD,1,371,499,order15,0.185129,14,,,,
34553,NBSY-0218SD,1,482,379,order15,0.182678,14,,,,
34570,NBSY-0215S,1,416.5,371,order15,0.154522,14,,,,
34710,5-0218S,1,533,395,order15,0.210535,14,,,,
34729,5-0218S,1,431.5,395,order15,0.170443,14,,,,
34782,NBSY-0215S,1,594,482,order15,0.286308,14,,,,
34819,NBSY-0218SD,1,2168,530,order15,1.14904,14,,,,
34955,NBSY-0218S,1,371,58,order15,0.021518,14,,,,
35198,NBSY-0218SD,1,435,500,order15,0.2175,14,,,,
35206,NBSY-0215S,1,2071,371,order15,0.768341,14,,,,
35322,5-0218S,1,533,395,order15,0.210535,14,,,,
35480,5-0218S,1,1566,395,order15,0.61857,14,,,,
35572,NBSY-0218SD,1,771,529,order15,0.407859,14,,,,
35840,NBSY-0218SD,1,770,510,order15,0.3927,14,,,,
35950,NBSY-0218SD,1,481,360,order15,0.17316,14,,,,
35981,NBSY-0215S,1,2071,771,order15,1.596741,14,,,,
36051,NBSY-0218SD,1,482,360,order15,0.17352,14,,,,
36127,NBSY-0218SD,1,371,529,order15,0.196259,14,,,,
36132,5-0218S,1,831,515,order15,0.427965,14,,,,
36212,NBSY-0218SD,1,482,379,order15,0.182678,14,,,,
36244,NBSY-0218S,1,371,58,order15,0.021518,14,,,,
36465,5-0218S,1,431.5,395,order15,0.170443,14,,,,
36537,5-0218S,1,431.5,395,order15,0.170443,14,,,,
36687,NBSY-0218SD,1,435,500,order15,0.2175,14,,,,
36692,5-0218S,1,1566,395,order15,0.61857,14,,,,
36759,NBSY-0218SD,1,482,379,order15,0.182678,14,,,,
37146,NBSY-0218SD,1,771,499,order15,0.384729,14,,,,
37318,NBSY-0218SD,1,2168,530,order15,1.14904,14,,,,
7729,YTM-0218S,1,447.5,308,order150,0.13783,24,,,,
7794,YTM-0218S,1,693,453,order150,0.313929,24,,,,
7898,YTM-0218S,1,453,152,order150,0.068856,24,,,,
7914,YTM-0218S,1,2223,327,order150,0.726921,24,,,,
7972,YTM-0218S,1,439,308,order150,0.135212,24,,,,
8203,YTM-0215S,1,288,118,order150,0.033984,24,,,,
8220,YTM-0215S,1,288,118,order150,0.033984,24,,,,
8402,YTM-0218S,1,1375,327,order150,0.449625,24,,,,
8685,YTM-0218S,1,439,308,order150,0.135212,24,,,,
8726,YTM-0218S,1,453,152,order150,0.068856,24,,,,
8741,YTM-0218S,1,2295,58,order150,0.13311,24,,,,
8742,YTM-0218S,1,453,152,order150,0.068856,24,,,,
8807,YTM-0218S,1,498,38,order150,0.018924,24,,,,
8879,YTM-0218S,1,905.5,308,order150,0.278894,24,,,,
8946,YTM-0215S,1,288,118,order150,0.033984,24,,,,
9066,YTM-0215S,1,382,289,order150,0.110398,24,,,,
9067,YTM-0215S,1,288,118,order150,0.033984,24,,,,
9168,YTM-0218S,1,693,453,order150,0.313929,24,,,,
9224,YTM-0215S,1,660,906.5,order150,0.59829,24,,,,
9440,YTM-0218S,1,439,308,order150,0.135212,24,,,,
9485,YTM-0218S,1,498,38,order150,0.018924,24,,,,
9623,YTM-0215S,1,2223,440,order150,0.97812,24,,,,
9681,YTM-0218S,1,871,453.5,order150,0.394999,24,,,,
9708,YTM-0218S,1,2295,327,order150,0.750465,24,,,,
9724,YTM-0218S,1,880,453,order150,0.39864,24,,,,
9769,YTM-0218S,1,158,304,order150,0.048032,24,,,,
10026,YTM-0218S,1,2223,327,order150,0.726921,24,,,,
10101,YTM-0218S,1,1380,453.5,order150,0.62583,24,,,,
10184,YTM-0215S,1,288,118,order150,0.033984,24,,,,
10260,YTM-0218S,1,660,327,order150,0.21582,24,,,,
10321,YTM-0218S,1,880,453,order150,0.39864,24,,,,
10494,YTM-0218S,1,439,308,order150,0.135212,24,,,,
10543,YTM-0218S,1,2320,348,order150,0.80736,24,,,,
10567,YTM-0218S,1,2320,348,order150,0.80736,24,,,,
10587,YTM-0218S,1,439,308,order150,0.135212,24,,,,
10600,YTM-0218S,1,447.5,308,order150,0.13783,24,,,,
10739,YTM-0215S,1,288,118,order150,0.033984,24,,,,
10790,YTM-0215S,1,1375,158,order150,0.21725,24,,,,
11046,YTM-0215S,1,391.5,92.5,order150,0.036214,24,,,,
11194,YTM-0218S,1,905.5,308,order150,0.278894,24,,,,
11297,YTM-0218S,1,693,453,order150,0.313929,24,,,,
11298,YTM-0215S,1,391.5,92.5,order150,0.036214,24,,,,
11395,YTM-0215S,1,381,92.5,order150,0.035243,24,,,,
11510,YTM-0218S,1,2295,58,order150,0.13311,24,,,,
11560,YTM-0215S,1,847,448.5,order150,0.37988,24,,,,
11578,YTM-0218S,1,439,308,order150,0.135212,24,,,,
11594,YTM-0218S,1,440,98,order150,0.04312,24,,,,
11647,YTM-0218S,1,447.5,308,order150,0.13783,24,,,,
11667,YTM-0215S,1,392.5,289,order150,0.113433,24,,,,
11676,YTM-0218S,1,2295,327,order150,0.750465,24,,,,
11686,YTM-0218S,1,158,304,order150,0.048032,24,,,,
11733,YTM-0218S,1,847,327,order150,0.276969,24,,,,
11875,YTM-0215S,1,1375,498,order150,0.68475,24,,,,
12050,YTM-0215S,1,392.5,289,order150,0.113433,24,,,,
12093,YTM-0218S,1,905.5,308,order150,0.278894,24,,,,
12099,YTM-0215S,1,660,448.5,order150,0.29601,24,,,,
12183,YTM-0215S,1,2223,440,order150,0.97812,24,,,,
12360,YTM-0218S,1,1375,347,order150,0.477125,24,,,,
12375,YTM-0215S,1,847,906.5,order150,0.767806,24,,,,
12488,YTM-0218S,1,1375,327,order150,0.449625,24,,,,
12638,YTM-0218S,1,905.5,308,order150,0.278894,24,,,,
7717,YTM-0218S,1,366,560,order151,0.20496,24,,,,
7745,YTM-0218S,1,489,390,order151,0.19071,24,,,,
7977,YTM-0218S,1,412,247,order151,0.101764,24,,,,
8023,YTM-0218S,1,1145,58,order151,0.06641,24,,,,
8075,YTM-0218S,1,783,188.5,order151,0.147596,24,,,,
8129,YTM-0218S,1,453,529,order151,0.239637,24,,,,
8219,YTM-0215S,1,1327.5,734,order151,0.974385,24,,,,
8547,YTM-0215S,1,1754,759,order151,1.331286,24,,,,
8559,YTM-0218S,1,848,38,order151,0.032224,24,,,,
8632,YTM-0215S,1,488,118,order151,0.057584,24,,,,
8651,YTM-0225S,1,1398,538,order151,0.752124,24,,,,
8695,YTM-0215S,1,702,132.5,order151,0.093015,24,,,,
8735,YTM-0218S,1,998,580,order151,0.57884,24,,,,
8806,YTM-0218S,1,465,579,order151,0.269235,24,,,,
8869,YTM-0218S,1,489,389,order151,0.190221,24,,,,
8975,YTM-0218S,1,1391,389,order151,0.541099,24,,,,
9089,YTM-0218S,1,998,248,order151,0.247504,24,,,,
9138,YTM-0215S,1,637,453,order151,0.288561,24,,,,
9430,YTM-0218S,1,573,538,order151,0.308274,24,,,,
9576,YTM-0218S,1,1145,58,order151,0.06641,24,,,,
9700,YTM-0215S,1,465,759,order151,0.352935,24,,,,
9765,YTM-0218S,1,998,248,order151,0.247504,24,,,,
9772,YTM-0218S,1,1798,38,order151,0.068324,24,,,,
9855,YTM-0218S,1,411,227.5,order151,0.093503,24,,,,
9999,YTM-0218S,1,1754,579,order151,1.015566,24,,,,
10006,YTM-0218S,1,998,520,order151,0.51896,24,,,,
10131,YTM-0218S,1,1391,389,order151,0.541099,24,,,,
10135,YTM-0218S,1,453,529,order151,0.239637,24,,,,
10136,YTM-0218S,1,453,58,order151,0.026274,24,,,,
10181,YTM-0218S,1,661,477,order151,0.315297,24,,,,
10332,YTM-0218S,1,734,530,order151,0.38902,24,,,,
10341,YTM-0225S,1,734,537,order151,0.394158,24,,,,
10357,YTM-0218S,1,1145,579,order151,0.662955,24,,,,
10444,YTM-0218S,1,676,340,order151,0.22984,24,,,,
10606,YTM-0218S,1,452,510,order151,0.23052,24,,,,
10614,YTM-0218S,1,2336,580,order151,1.35488,24,,,,
10615,YTM-0215S,1,488,118,order151,0.057584,24,,,,
10663,YTM-0225S,1,734,537,order151,0.394158,24,,,,
10750,YTM-0215S,1,488,158,order151,0.077104,24,,,,
10886,YTM-0218S,1,759,560,order151,0.42504,24,,,,
11109,YTM-0218S,1,2336,580,order151,1.35488,24,,,,
11149,YTM-0218S,1,2298,38,order151,0.087324,24,,,,
11211,YTM-0215S,1,488,158,order151,0.077104,24,,,,
11279,YTM-0218S,1,1145,579,order151,0.662955,24,,,,
11280,YTM-0215S,1,703,489,order151,0.343767,24,,,,
11350,YTM-0218S,1,676,281,order151,0.189956,24,,,,
11411,YTM-0218S,1,998,248,order151,0.247504,24,,,,
11433,YTM-0218S,1,911,485.5,order151,0.442291,24,,,,
11483,YTM-0218S,1,783,188.5,order151,0.147596,24,,,,
11574,YTM-0215S,1,702,92.5,order151,0.064935,24,,,,
11602,YTM-0218S,1,911,519.5,order151,0.473265,24,,,,
11621,YTM-0218S,1,453,58,order151,0.026274,24,,,,
11665,YTM-0218S,1,911,519.5,order151,0.473265,24,,,,
11753,YTM-0218S,1,412,247,order151,0.101764,24,,,,
11762,YTM-0218S,1,961,911,order151,0.875471,24,,,,
12067,YTM-0218S,1,734,530,order151,0.38902,24,,,,
12169,YTM-0218S,1,411,227.5,order151,0.093503,24,,,,
12171,YTM-0218S,1,1145,578,order151,0.66181,24,,,,
12193,YTM-0218S,1,961,412,order151,0.395932,24,,,,
12311,YTM-0218S,1,911,485.5,order151,0.442291,24,,,,
12325,YTM-0218S,1,489,389,order151,0.190221,24,,,,
12395,YTM-0215S,1,465,366,order151,0.17019,24,,,,
12429,YTM-0215S,1,703,489,order151,0.343767,24,,,,
12485,YTM-0218S,1,1778,390,order151,0.69342,24,,,,
12658,YTM-0215S,1,1754,366,order151,0.641964,24,,,,
7813,YTM-0218S,1,412,38,order152,0.015656,29,,,,
8165,YTM-0218S,1,411,755,order152,0.310305,29,,,,
8398,YTM-0218S,1,478,200,order152,0.0956,29,,,,
8526,YTM-0218S,1,1698,38,order152,0.064524,29,,,,
8704,YTM-0218S,1,891,307.5,order152,0.273983,29,,,,
8736,YTM-0218S,1,698,148,order152,0.103304,29,,,,
8783,YTM-0218S,1,478,257.5,order152,0.123085,29,,,,
8859,YTM-0218S,1,412,58,order152,0.023896,29,,,,
9264,YTM-0215S,1,878.5,645,order152,0.566633,29,,,,
9341,YTM-0218S,1,898,564.5,order152,0.506921,29,,,,
9417,YTM-0218S,1,512,327,order152,0.167424,29,,,,
9474,YTM-0218S,1,511,307.5,order152,0.157133,29,,,,
9634,YTM-0218S,1,412,774,order152,0.318888,29,,,,
9824,YTM-0218S,1,606,545,order152,0.33027,29,,,,
9849,YTM-0218S,1,512,327,order152,0.167424,29,,,,
9882,YTM-0218S,1,796,445,order152,0.35422,29,,,,
10166,YTM-0218S,1,1198,38,order152,0.045524,29,,,,
10300,YTM-0218S,1,878.5,202.5,order152,0.177896,29,,,,
10460,YTM-0218S,1,645,162,order152,0.10449,29,,,,
11193,YTM-0218S,1,928,132.5,order152,0.12296,29,,,,
11512,YTM-0218S,1,878.5,208.5,order152,0.183167,29,,,,
11520,YTM-0218S,1,928,328,order152,0.304384,29,,,,
11683,YTM-0218S,1,891,193.5,order152,0.172409,29,,,,
11841,YTM-0218S,1,858,598,order152,0.513084,29,,,,
11886,YTM-0218S,1,411,755,order152,0.310305,29,,,,
11904,YTM-0218S,1,891,202.5,order152,0.180428,29,,,,
11930,YTM-0215S,1,878.5,207.5,order152,0.182289,29,,,,
12034,YTM-0218S,1,898,163,order152,0.146374,29,,,,
12177,YTM-0218S,1,898,163,order152,0.146374,29,,,,
12258,YTM-0218S,1,1698,38,order152,0.064524,29,,,,
12401,YTM-0218S,1,898,775,order152,0.69595,29,,,,
12515,YTM-0218S,1,718,58,order152,0.041644,29,,,,
7708,YTM-0215S,1,288,118,order153,0.033984,24,,,,
7730,YTM-0215S,1,288,118,order153,0.033984,24,,,,
7832,YTM-0215S,1,425,92.5,order153,0.039313,24,,,,
7962,YTM-0218S,1,972.5,308,order153,0.29953,24,,,,
8007,YTM-0215S,1,288,118,order153,0.033984,24,,,,
8221,YTM-0215S,1,414.5,92.5,order153,0.038341,24,,,,
8308,YTM-0218S,1,973.5,327,order153,0.318335,24,,,,
8390,YTM-0215S,1,148,973.5,order153,0.144078,24,,,,
8762,YTM-0218S,1,813,486.5,order153,0.395525,24,,,,
8828,YTM-0215S,1,288,118,order153,0.033984,24,,,,
9123,YTM-0215S,1,780,973.5,order153,0.75933,24,,,,
9188,YTM-0218S,1,2316,348,order153,0.805968,24,,,,
9210,YTM-0215S,1,425,92.5,order153,0.039313,24,,,,
9486,YTM-0215S,1,426,289,order153,0.123114,24,,,,
9520,YTM-0218S,1,813,486.5,order153,0.395525,24,,,,
9563,YTM-0218S,1,486.5,152,order153,0.073948,24,,,,
9682,YTM-0215S,1,415.5,289,order153,0.12008,24,,,,
9683,YTM-0215S,1,1967,158,order153,0.310786,24,,,,
9781,YTM-0215S,1,426,289,order153,0.123114,24,,,,
9810,YTM-0218S,1,158,304,order153,0.048032,24,,,,
9811,YTM-0218S,1,2316,348,order153,0.805968,24,,,,
9812,YTM-0218S,1,1150.5,327,order153,0.376214,24,,,,
9878,YTM-0218S,1,972.5,308,order153,0.29953,24,,,,
9933,YTM-0218S,1,972.5,308,order153,0.29953,24,,,,
9968,YTM-0218S,1,486.5,152,order153,0.073948,24,,,,
10027,YTM-0215S,1,414.5,92.5,order153,0.038341,24,,,,
10045,YTM-0215S,1,288,118,order153,0.033984,24,,,,
10143,YTM-0215S,1,288,118,order153,0.033984,24,,,,
10322,YTM-0218S,1,972.5,308,order153,0.29953,24,,,,
10363,YTM-0218S,1,1967,327,order153,0.643209,24,,,,
10495,YTM-0218S,1,972.5,308,order153,0.29953,24,,,,
10516,YTM-0218S,1,972.5,308,order153,0.29953,24,,,,
10675,YTM-0218S,1,972.5,308,order153,0.29953,24,,,,
10691,YTM-0218S,1,1967,327,order153,0.643209,24,,,,
10752,YTM-0215S,1,288,118,order153,0.033984,24,,,,
10944,YTM-0218S,1,972.5,308,order153,0.29953,24,,,,
10965,YTM-0218S,1,973.5,327,order153,0.318335,24,,,,
10980,YTM-0218S,1,158,304,order153,0.048032,24,,,,
10981,YTM-0215S,1,780,973.5,order153,0.75933,24,,,,
11006,YTM-0218S,1,1183.5,486.5,order153,0.575773,24,,,,
11062,YTM-0218S,1,1967,327,order153,0.643209,24,,,,
11228,YTM-0215S,1,1150.5,973.5,order153,1.120012,24,,,,
11319,YTM-0218S,1,158,304,order153,0.048032,24,,,,
11342,YTM-0218S,1,972.5,308,order153,0.29953,24,,,,
11353,YTM-0218S,1,813,486.5,order153,0.395525,24,,,,
11544,YTM-0218S,1,1183.5,486.5,order153,0.575773,24,,,,
11562,YTM-0218S,1,948,327,order153,0.309996,24,,,,
11862,YTM-0218S,1,486.5,152,order153,0.073948,24,,,,
12011,YTM-0215S,1,148,973.5,order153,0.144078,24,,,,
12308,YTM-0218S,1,813,486.5,order153,0.395525,24,,,,
12346,YTM-0218S,1,486.5,152,order153,0.073948,24,,,,
12438,YTM-0215S,1,1150.5,973.5,order153,1.120012,24,,,,
12574,YTM-0215S,1,415.5,289,order153,0.12008,24,,,,
12639,YTM-0215S,1,288,118,order153,0.033984,24,,,,
7669,YTM-0215S,1,238,238,order154,0.056644,24,,,,
7671,YTM-0215S,1,251.5,645,order154,0.162218,24,,,,
7822,YTM-0218S,1,1987,322,order154,0.639814,24,,,,
7928,YTM-0215S,1,238,238,order154,0.056644,24,,,,
8102,YTM-0215S,1,251.5,646,order154,0.162469,24,,,,
8380,YTM-0215S,1,599,239,order154,0.143161,24,,,,
8451,YTM-0215S,1,238,238,order154,0.056644,24,,,,
8522,YTM-0218S,1,670,265,order154,0.17755,24,,,,
8808,YTM-0215S,1,251.5,654,order154,0.164481,24,,,,
8889,YTM-0215S,1,608,212.5,order154,0.1292,24,,,,
9122,YTM-0215S,1,238,238,order154,0.056644,24,,,,
9137,YTM-0215S,1,238,238,order154,0.056644,24,,,,
9189,YTM-0215S,1,598,239,order154,0.142922,24,,,,
9277,YTM-0218S,1,669,265,order154,0.177285,24,,,,
9315,YTM-0218S,1,1987,58,order154,0.115246,24,,,,
9338,YTM-0218S,1,330,347,order154,0.11451,24,,,,
9499,YTM-0215S,1,589,212.5,order154,0.125163,24,,,,
9744,YTM-0218S,1,669.5,265,order154,0.177418,24,,,,
9775,YTM-0218S,1,1987,58,order154,0.115246,24,,,,
9835,YTM-0218S,1,330,323,order154,0.10659,24,,,,
9940,YTM-0218S,1,670,265,order154,0.17755,24,,,,
10202,YTM-0218S,1,2004,58,order154,0.116232,24,,,,
10430,YTM-0215S,1,598,212.5,order154,0.127075,24,,,,
10594,YTM-0218S,1,330,323,order154,0.10659,24,,,,
10797,YTM-0215S,1,251.5,646,order154,0.162469,24,,,,
10798,YTM-0215S,1,590,239,order154,0.14101,24,,,,
10869,YTM-0218S,1,670,262,order154,0.17554,24,,,,
10912,YTM-0218S,1,2004,58,order154,0.116232,24,,,,
10984,YTM-0218S,1,670,262,order154,0.17554,24,,,,
11063,YTM-0218S,1,2042,348,order154,0.710616,24,,,,
11152,YTM-0218S,1,330,323,order154,0.10659,24,,,,
11195,YTM-0215S,1,238,238,order154,0.056644,24,,,,
