item_id,item_material,item_num,item_length,item_width,item_order
4242,NSLH-0218S,1,963.5,186.5,order267
4243,NSLH-0218S,1,846.5,579,order373
4244,YSH-0215S,1,345,92.5,order136
4245,YSH-0215S,1,2391,394,order136
4246,PGBL-0418S,1,642.5,478,order380
4247,YSH-0218S,1,592,133.5,order93
4248,YSH-0215S,1,512,489,order93
4250,NSLH-0218S,1,368,308,order378
4251,NSLH-0218S,1,1034,58,order377
4252,ZYF-0218S,1,561,393,order314
4253,YSH-0218S,1,661,424,order25
4254,HT9-0218S,1,1864,427.5,order74
4255,JH-0218S,1,458,306,order182
4256,YSH-0218S,1,404,48,order393
4257,YSH-0218S,1,522,460,order27
4258,HT9-0218S,1,1949,300,order128
4259,YSH-0218S,1,2038,523,order143
4260,GDMY-0218S,1,486.5,580,order36
4261,YSH-0218S,1,401,348,order180
4262,YSH-0218S,1,665,862,order137
4263,HT9-0218S,1,408,530,order201
4264,YSH-0218S,1,577,538,order93
4265,YSH-0215S,1,458,821,order299
4266,YSH-0218SD,1,830,569,order299
4267,YSH-0218S,1,1608,550,order27
4268,YSH-0218S,1,660,289.5,order352
4269,HT9-0218S,1,483,308,order147
4270,YSH-0218S,1,684,408,order133
4271,HT9-0215S,1,447.5,289,order72
4272,HT9-0218S,1,195,327,order72
4273,XXB-0215S,1,699.5,439,order373
4274,YSH-0218S,1,518.5,430,order133
4275,YSH-0215S,1,514,212.5,order126
4276,YSH-0215S,1,388,118,order139
4277,YSH-0218SD,1,508,420.5,order266
4278,YSH-0218S,1,2090.5,347,order179
4279,YSH-0215S,1,388,158,order355
4280,NSLH-0218S,1,450.5,38,order376
4281,YSH-0218S,1,1692,375,order400
4282,YSH-0218S,1,322,181.5,order104
4284,YSH-0215S,1,790,489,order210
4285,XMJQ-0225S,1,734,457,order83
4286,XXB-0218SD,1,998,58,order42
4287,LMW-0218SD,1,522,127,order141
4288,YSH-0218S,1,1058,38,order303
4290,YSH-0218S,1,1342,309,order352
4291,HT9-0215S,1,244.5,520,order61
4292,YSH-0218S,1,598,558,order180
4293,PBWS-0418S,1,364,430,order131
4294,YSH-0218S,1,338,504.5,order194
4295,YDH-0218S,1,765,277.5,order93
4296,YSH-0218S,1,480,378,order394
4297,NSLH-0218S,1,765,158,order378
4298,HT9-0218S,1,454,358,order380
4299,YSH-0218S,1,1398,38,order142
4300,YSH-0218S,1,2148,580,order36
4301,HT9-0218S,1,1421,378,order380
4302,YSH-0218SD,1,1502,58,order194
4304,HT9-0218S,1,700,374.9,order397
4305,PKQL-0418S,1,908,479.3,order130
4306,YSH-0218S,1,931,359.5,order303
4307,JH-0218S,1,349,58,order182
4308,YSH-0215S,1,726,289,order179
4309,YSH-0215S,1,513,132.5,order355
4310,YSH-0215S,1,438,158,order315
4311,YSH-0218S,1,546,580,order210
4312,HT9-0218S,1,790,343.5,order397
4313,YSH-0215S,1,98,647,order138
4314,YSH-0218SD,1,1403,73,order138
4315,YSH-0218SD,1,2144,440,order266
4316,YDH-0218S,1,369,277.5,order93
4317,YSH-0218SD,1,872,58,order392
4318,YSH-0215S,1,455,439,order210
4319,HT9-0218S,1,445,181,order106
4320,YSH-0218S,1,858,38,order126
4321,YSH-0218S,1,341,360,order400
4322,YSH-0218S,1,785.5,486,order139
4323,HT9-0218S,1,455,377,order396
4325,YSH-0218SD,1,846,58,order210
4326,HT9-0218S,1,700,53,order397
4327,HT9-0218S,1,700,58,order397
4328,HT9-0218S,1,871,58,order124
4329,YSH-0218S,1,813,597,order262
4330,HT9-0218S,1,389.5,468,order149
4331,YSH-0215S,1,515,289,order126
4332,YSH-0215S,1,1901,771,order141
4333,YSH-0218S,1,561,527,order314
4334,YSH-0215S,1,780,298,order92
4335,YSH-0218S,1,684,408,order133
4336,XXB-0215S,1,388,158,order201
4337,YSH-0218S,1,563.5,562,order91
4338,HT9-0215S,1,338,118,order396
4339,HT9-0218S,1,500,58,order224
4340,YSH-0218S,1,2090.5,347,order179
4341,YSH-0218S,1,962,530,order27
4342,YSH-0215S,1,583,842,order315
4343,YSH-0225S,1,734,497,order13
4344,YSH-0218SD,1,1977,396,order104
4345,XYHX-0218S,1,704,278,order25
4346,FMB-0225S,1,708,447,order221
4347,YSH-0218S,1,897,399,order304
4349,YSH-0215S,1,388,238,order139
4350,YSH-0218SD,1,1764,58,order139
4351,YSH-0215S,1,1181,512,order138
4352,HT9-0218S,1,158,558,order132
4353,HT9-0215S,1,348,118,order187
4354,YSH-0215S,1,371.5,339,order400
4355,YSH-0218S,1,643,427.5,order400
4356,HT9-0218S,1,621,176,order396
4358,HT9-0218S,1,500,284.5,order224
4359,YSH-0218SD,1,892,557,order42
4360,YSH-0218S,1,896,380,order304
4361,YSH-0218S,1,412,314,order126
4362,YSH-0218S,1,2384,434,order180
4363,YSH-0215S,1,1991,771,order25
4364,YSH-0215S,1,606,389,order104
4365,HT9-0218S,1,376,53,order397
4366,FMB-0225S,1,1497,448,order221
4367,MNH-0225S,1,1498,448,order355
4368,YSH-0218S,1,1398,38,order93
4369,XMJQ-0218S,1,2398,398,order126
4370,HT9-0218S,1,1460,58,order395
4371,YSH-0218SD,1,2408,58,order179
4372,YSH-0218S,1,1032,495,order27
4373,GHSS-0225S,1,2335,398,order135
4374,MNH-0218S,1,594.5,38,order135
4375,HT9-0218S,1,500,58,order224
4376,YSH-0215S,1,288,238,order126
4377,HT9-0218S,1,351.5,487,order131
4378,YSH-0218S,1,723.5,473,order401
4379,HT9-0218S,1,348.5,378,order380
4380,YSH-0215S,1,488,78,order93
4381,YSH-0218S,1,1617.5,380,order400
4382,YSH-0215S,1,1901,777,order141
4383,YSH-0218S,1,1252,577,order13
4384,MNH-0218S,1,862,316,order137
4385,HT9-0218S,1,358.5,552,order291
4386,YSH-0218SD,1,2260,58,order263
4387,YSH-0218S,1,391,364,order141
4388,YSH-0218SD,1,1418,58,order182
4390,YSH-0218S,1,304,48,order25
4391,HT9-0218S,1,500,284.5,order224
4392,YSH-0218S,1,423,278,order210
4393,YSH-0218S,1,2384,434,order180
4394,YSH-0215S,1,499.5,971,order143
4395,YSH-0218S,1,1912,332,order126
4396,YSH-0225S,1,1060.5,348,order182
4397,YSH-0218S,1,811,837,order400
4398,HT9-0215S,1,795,80,order114
4399,HT9-0225S,1,404,529,order201
4400,YSH-0218S,1,879,246,order210
4401,YSH-0218SD,1,2378,540,order394
4402,MNH-0218S,1,1079,350,order137
4403,HT9-0218S,1,745,540,order128
4404,HT9-0215S,1,498,861,order106
4405,YSH-0218SD,1,1134,300,order105
4406,HT9-0218S,1,158,558,order132
4407,YSH-0218S,1,454.5,359,order326
4408,HT9-0215S,1,438,118,order74
4409,HT9-0215S,1,288.5,92.5,order74
4411,HT9-0218S,1,1998,418,order129
4412,YSH-0218SD,1,401,58,order36
4413,YSH-0215S,1,701,944,order139
4414,NSLH-0218S,1,579,98,order373
4415,YSH-0218S,1,498,944,order352
4416,YSH-0215S,1,238,78,order135
4417,XXB-0218S,1,598,598,order27
4418,5-0218S,1,255,469.5,order321
4419,NSLH-0215S,1,801.5,1034,order377
4420,YSH-0218S,1,2394,437,order210
4421,YSH-0218S,1,648,510,order138
4422,YSH-0218SD,1,851,58,order231
4423,YSH-0218S,1,2038,38,order303
4424,HT9-0218S,1,376,53,order397
4425,YSH-0218S,1,714,557,order194
4426,HT9-0218S,1,1271,487,order131
4427,HT9-0218S,1,1388,528,order131
4428,YSH-0218S,1,338,504.5,order194
4429,YDH-0215S,1,513,52.5,order91
4430,HT9-0218S,1,2092,560,order128
4431,HT9-0218S,1,158,558,order132
4432,YSH-0215S,1,2051,401,order36
4433,YSH-0218SD,1,471,559,order314
4435,YSH-0218S,1,2000,398,order182
4436,YDH-0218S,1,556.5,168,order92
4437,HT9-0218S,1,2398,38,order73
4438,YSH-0218S,1,988,561,order91
4439,HT9-0215S,1,627,132.5,order157
4440,YSH-0218SD,1,882,58,order231
4441,HT9-0215S,1,488,78,order132
4442,YMH-0218S,1,2398,38,order147
4443,YSH-0218S,1,456,472,order141
4444,YSH-0218SD,1,844,58,order136
4445,HT9-0215S,1,363,616.5,order396
4446,NSLH-0218S,1,360,579,order374
4447,YSH-0218SD,1,736,58,order182
4448,YSH-0215S,1,338,118,order149
4449,YSH-0218S,1,534.5,445,order124
4450,PGBL-0418S,1,838,165,order263
4451,HT9-0218S,1,320,328,order321
4452,YSH-0215S,1,388,158,order355
4453,YSH-0215S,1,541,439,order326
4454,YSH-0218SD,1,338,58,order194
4455,YSH-0218SD,1,1292,58,order194
4456,HT9-0218S,1,2398,380,order380
4457,HT9-0215S,1,692,92.5,order187
4458,YSH-0218S,1,382,498,order194
4459,YSH-0218S,1,382,498,order194
4460,YSH-0218S,1,1829.5,557,order180
4461,YSH-0215S,1,305,92.5,order394
4462,MNH-0225S,1,738,447,order355
4463,HT9-0218S,1,721,72,order201
4464,HT9-0218S,1,1421,378,order380
4465,YSH-0218S,1,1998,580,order92
4466,YSH-0218SD,1,440,58,order210
4467,YSH-0218S,1,892,542.5,order42
4468,YSH-0215S,1,1828.5,832,order180
4469,YSH-0225S,1,1237.5,558,order194
4470,HT9-0218S,1,308,877,order354
4471,HT9-0218S,1,722,379,order380
4473,YSH-0218SD,1,788,58,order266
4474,NSLH-0218S,1,409,58,order373
4475,NSLH-0218S,1,304,48,order373
4476,HT9-0218S,1,742,309,order391
4477,YSH-0218SD,1,1454.5,300,order105
4479,YSH-0218S,1,898,560,order92
4480,YSH-0215S,1,589.5,714,order194
4481,YSH-0215S,1,397.5,272,order182
4482,NSLH-0218S,1,369,58,order378
4483,HT9-0218S,1,773,198,order187
4484,HT9-0218S,1,630,377,order380
4485,YSH-0218S,1,426,168,order136
4486,HT9-0215S,1,338,118,order396
4487,YSH-0218S,1,943,406,order139
4488,YSH-0215S,1,438,238,order27
4489,NSLH-0218S,1,1498,430,order267
4490,YSH-0218S,1,828,148,order144
4491,YSH-0215S,1,398,78,order25
4492,HT9-0218S,1,1998,448,order158
4493,XXB-0218S,1,599,258,order62
4494,XXB-0218S,1,590,258,order62
4495,HT9-0215S,1,338,198,order61
4496,JH-0218S,1,349,347,order182
4497,YSH-0218S,1,298,378,order400
4498,HT9-0218S,1,426,380,order380
4499,HT9-0215S,1,288,158,order72
4500,YSH-0218S,1,2348,290,order401
4501,HT9-0218S,1,1864,427.5,order73
4502,YSH-0218S,1,815,328,order179
4503,YSH-0218S,1,814,328,order179
4504,YSH-0225S,1,700,557,order194
4505,YSH-0218S,1,474.5,501,order143
4506,YSH-0218S,1,2045,348,order182
4507,YSH-0218SD,1,272,58,order182
4508,HT9-0218S,1,389.5,468,order149
4510,HT9-0218S,1,500,284.5,order224
4511,YSH-0218S,1,427,384,order314
4512,MNH-0218S,1,524,38,order135
4513,YSH-0218S,1,1036,380,order27
4514,HT9-0218S,1,349,78,order132
4515,HT9-0218S,1,447,58,order129
4516,YSH-0218S,1,811,268,order401
4517,YSH-0215S,1,398,78,order25
4518,XXB-0218S,1,480,558,order27
4519,HT9-0218S,1,160,581,order132
4520,YSH-0218SD,1,971,520,order143
4521,YSH-0215S,1,366,439,order314
4522,HT9-0215S,1,488,78,order132
4523,HT9-0215S,1,733,680,order201
4524,HT9-0218S,1,2113,529,order201
4525,HT9-0215S,1,551,339,order396
4526,YSH-0218SD,1,998,58,order27
4527,YSH-0218S,1,458,490,order352
4528,XXB-0218S,1,1608,480,order27
4529,LMW-0218S,1,527,325,order142
4530,HT9-0215S,1,519,339,order62
4531,YSH-0218SD,1,572,829,order105
4533,YSH-0218S,1,598,558,order194
4534,HT9-0215S,1,457,52.5,order132
4535,YSH-0218SD,1,662,58,order25
4536,HT9-0218S,1,775,208.5,order391
4537,YSH-0218S,1,511,560,order25
4538,YSH-0218S,1,961,538,order91
4539,YSH-0218SD,1,1198,78,order91
4540,YSH-0218SD,1,452,58,order266
4541,YSH-0215S,1,2111,788,order266
4542,NMYH-0218S,1,2018,58,order137
4543,NSLH-0218S,1,473.5,483,order267
4545,YSH-0215S,1,433,439,order27
4546,YSH-0218S,1,342,287,order401
4547,YSH-0218S,1,814,328,order179
4548,YSH-0225S,1,1237.5,558,order194
4549,YSH-0218S,1,1502.5,434.5,order149
4550,YSH-0218S,1,677,191.5,order104
4551,ZZL-0218S,1,1598,380,order352
4552,HT9-0218S,1,473,596.5,order236
4553,HT9-0218S,1,1759,128,order151
4554,HT9-0218S,1,320,328,order321
4555,HT9-0218S,1,818,58,order187
4556,HT9-0218S,1,474,308,order395
4557,HT9-0218S,1,2398,38,order73
4558,YSH-0218S,1,542.5,437,order210
4559,HT9-0218S,1,951,569,order130
4560,YSH-0218SD,1,838.5,439.5,order231
4561,HT9-0218S,1,621,176,order396
4562,YSH-0218S,1,998,496,order27
4563,NSLH-0218S,1,2033,580,order374
4564,YSH-0218S,1,814,328,order179
4565,YSH-0215S,1,1452,1187,order194
4566,YSH-0218S,1,219,268,order194
4567,YSH-0218S,1,782,347,order179
4568,HT9-0218S,1,379.5,560,order128
4569,YSH-0218SD,1,380,58,order266
4570,YSH-0218S,1,2045,328,order182
4571,HT9-0218S,1,426,380,order380
4572,YSH-0218SD,1,897,58,order304
4573,NSLH-0218S,1,1206,256,order375
4574,YSH-0215S,1,238,78,order135
4575,YSH-0215S,1,338,238,order126
4576,YSH-0218S,1,419,306,order137
4577,YSH-0218S,1,1998,558,order141
4578,YSH-0218S,1,838,38,order139
4579,HT9-0215S,1,300,439,order147
4580,HT9-0215S,1,2246,859,order147
4581,HT9-0215S,1,704,92.5,order106
4582,YSH-0218S,1,751,310,order105
4583,YSH-0218S,1,374,536,order104
4584,YSH-0218S,1,449,542,order91
4585,YSH-0218S,1,771,538,order25
4586,YSH-0218SD,1,1162,58,order25
4587,FMB-0225S,1,708,447,order221
4588,YSH-0215S,1,1101,572,order105
4589,YSH-0218SD,1,1454.5,300,order105
4590,HT9-0215S,1,2216,552,order187
4591,HT9-0218S,1,551,258,order187
4592,LMW-0218S,1,521,128,order141
4593,YSH-0215S,1,851,489,order42
4594,YSH-0215S,1,1466,178,order194
4595,YSH-0218S,1,733,557,order352
4596,HT9-0215S,1,560.5,339,order396
4597,YSH-0215S,1,789,172.5,order210
4598,YSH-0218S,1,944,83,order352
4599,YSH-0218S,1,943,510,order352
4600,NJHL-0218S,1,962,88,order27
4602,YSH-0218S,1,374,38,order126
4603,HT9-0218S,1,363.5,376,order396
4604,ZYF-0218S,1,711,495,order314
4605,YSH-0218S,1,830,558,order13
4606,YSH-0218S,1,1764,425,order139
4607,HT9-0218S,1,594,154.5,order132
4608,YSH-0218S,1,714,595,order352
4609,YSH-0218S,1,896,380,order304
4610,YSH-0218SD,1,572,829,order105
4611,HT9-0218S,1,2278,38,order354
4612,YDH-0218S,1,1552,297,order93
4613,NSLH-0218S,1,1283,88,order375
4614,YSH-0218S,1,462.5,486,order394
4615,HT9-0218S,1,695.5,384,order187
4616,YSH-0218S,1,2394.5,290,order401
4617,HT9-0218S,1,700,343.5,order397
4618,HT9-0218S,1,557,38,order147
4619,HT9-0218S,1,318,378,order380
4620,NSLH-0218S,1,930,38,order376
4621,YSH-0225S,1,700,557,order194
4622,NSLH-0218S,1,473,580,order373
4623,5-0218S,1,895,193.5,order316
4625,YSH-0218SD,1,1112,455,order231
4626,YSH-0218S,1,542.5,457,order210
4627,YSH-0215S,1,530,813,order262
4628,GDMY-0215S,1,115,902,order36
4629,HT9-0218S,1,2398,38,order149
4630,YSH-0215S,1,438,158,order210
4631,YDH-0215S,1,538,482,order92
4633,HT9-0218S,1,566,148,order215
4634,HT9-0218S,1,426,380,order380
4635,YSH-0218S,1,843,296,order136
4636,YSH-0215S,1,273,92.5,order92
4637,YSH-0218S,1,526,432.5,order400
4638,YSH-0215S,1,238,78,order135
4639,YSH-0218SD,1,971,520,order143
4640,YSH-0218SD,1,618,58,order326
4641,YSH-0218S,1,613,496,order140
4642,YSH-0215S,1,631,132.5,order266
4643,HT9-0218S,1,2098,530,order124
4644,HT9-0218S,1,365,58,order291
4645,HT9-0215S,1,438,118,order73
4646,YSH-0218S,1,776,506,order141
4647,NSLH-0218S,1,462,429,order267
4648,XXB-0218S,1,434.5,384,order374
4649,YSH-0218S,1,792,495,order140
4650,NSLH-0218S,1,850,598,order375
4651,YSH-0218S,1,728,290,order401
4652,ZZL-0218S,1,198,528,order67
4653,HT9-0218S,1,1976,38,order397
4654,YSH-0218S,1,546,580,order210
4655,YSH-0215S,1,2361,846,order210
4656,HT9-0218S,1,762,58,order278
4657,YSH-0215S,1,388,158,order104
4658,HT9-0218S,1,840,470,order149
4659,YSH-0218SD,1,872,577,order392
4660,YSH-0225S,1,734,497,order210
4661,YSH-0215S,1,1965.5,338,order194
4662,NSLH-0218S,1,800.5,186.5,order267
4663,HT9-0215S,1,458,489,order132
4664,MNH-0218S,1,176,308,order253
4665,JH-0215S,1,854,146,order239
4666,MNH-0215S,1,1901,890.9,order202
4667,MNH-0215S,1,801.5,415,order46
4668,MNH-0225S,1,944,734,order60
4669,084-0218S,1,425.5,308,order381
4670,MNH-0218S,1,608,280,order250
4671,MNH-0218S,1,374,48,order79
4672,MNH-0218S,1,444,307,order311
4673,MNH-0218S,1,646,368,order252
4674,MNH-0218S,1,916,332,order40
4675,MNH-0218S,1,382,577,order15
4676,MNH-0215S,1,238,198,order3
4677,MNH-0218S,1,2221,378,order100
4678,MNH-0218SD,1,2341,538,order238
4679,FMS-0218S,1,711,762,order160
4680,NJYH-0218S,1,1984,412.5,order85
4681,5-0218S,1,372,215,order353
4682,MNH-0215S,1,2320.5,460,order239
4683,MNH-0218S,1,445,201,order75
4684,XXB-0215S,1,813,489,order239
4685,MNH-0218S,1,362,308,order254
4686,YH-0215S,1,301.5,818,order318
4687,FMB-0218S,1,692,38,order148
4688,MNH-0218S,1,774,297,order252
4689,XXB-0218S,1,1538,330,order318
4690,MNH-0218S,1,1460,58,order341
4691,MNH-0218S,1,698,379,order356
4692,MNH-0215S,1,772,439,order79
4693,HT9-0218S,1,364.5,369.5,order399
4695,MNH-0215S,1,488,118,order259
4696,MNH-0218S,1,542,267,order164
4697,MNH-0215S,1,238,198,order3
4698,MNH-0215S,1,663,132.5,order341
4699,MNH-0215S,1,1881,806,order84
4700,MNH-0218S,1,548,498,order385
4701,MNH-0218S,1,598,288,order257
4702,MNH-0218S,1,786,58,order247
4703,MNH-0218S,1,971,536,order107
4704,MNH-0218S,1,506,308,order253
4705,MNH-0218S,1,812,279,order237
4706,MNH-0215S,1,274.5,645,order357
4707,MNH-0218S,1,1360,58,order357
4708,MNH-0218S,1,352,277,order1
4709,MNH-0218S,1,362,326,order155
4710,MNH-0215S,1,288,78,order225
4711,FMB-0218S,1,1210,408,order148
4712,FMB-0218S,1,498,38,order121
4713,MNH-0218S,1,360,58,order385
4714,XXB-0215S,1,338,118,order334
4715,MNH-0218S,1,830,560,order334
4716,MNH-0218S,1,278,280,order250
4717,MNH-0218S,1,1628,578,order239
4718,MNH-0215S,1,504,212.5,order239
4719,FMS-0218S,1,348,48,order160
4720,MNH-0218S,1,961,351,order254
4721,MNH-0218S,1,353,358,order357
4722,MNH-0218S,1,2183,538,order45
4723,XXB-0218SD,1,2064,425,order334
4724,MNH-0218S,1,998,597.5,order251
4725,YMH-0215S,1,623,212.5,order121
4726,MNH-0218S,1,332,329,order40
4727,MNH-0218S,1,1833,536,order107
4728,MNH-0218SD,1,1398,348,order370
4729,MNH-0218SD,1,1070,58,order256
4730,ZQB-0218S,1,404,557.5,order49
4731,MNH-0218S,1,456,288,order3
4732,MNH-0218S,1,754,38,order258
4733,MNH-0215S,1,490,391,order26
4734,MNH-0218S,1,571,259.5,order250
4735,MNH-0218S,1,397,195.5,order26
4736,MNH-0218S,1,2328,560,order164
4737,MNH-0218S,1,810,455,order26
4738,MNH-0218S,1,373.5,573,order255
4739,MNH-0215S,1,288,238,order357
4740,LTNS-0218S,1,2398,38,order332
4741,MNH-0218SD,1,230,298,order370
4742,MNH-0218S,1,1155,408,order225
4743,MNH-0218S,1,895,458,order237
4744,MNH-0218S,1,2358,538,order317
4745,QKQ-0215S,1,685,289,order40
4746,MNH-0218SD,1,1998,58,order239
4747,MNH-0218S,1,468,580,order334
4748,MNH-0218SD,1,731,340,order371
4749,GDMY-0218S,1,915.5,289.5,order101
4750,MNH-0218S,1,590,228,order101
4751,XXB-0218S,1,394,420,order237
4752,MNH-0218S,1,198.5,326,order398
4753,MNH-0218S,1,2282,58,order258
4754,MNH-0218S,1,712,378,order356
4755,MNH-0218SD,1,2038,68,order60
4756,5-0218S,1,399,538,order208
4757,MNH-0218S,1,232,257.5,order3
4758,MNH-0218S,1,1362,58,order237
4759,QKQ-0215S,1,304,289,order385
4760,MNH-0218S,1,866,977,order257
4761,YDBS-0215S,1,1411,258.5,order311
4762,MNH-0218S,1,140,388,order225
4763,XXB-0218S,1,709,394.5,order250
4764,MNH-0215S,1,438,238,order239
4765,XXB-0218S,1,338,192.5,order26
4766,YH-0218S,1,451,309.5,order318
4767,MNH-0218S,1,362,58,order254
4768,YH-0218S,1,401,58,order318
4769,MNH-0218S,1,330,547.5,order248
4770,MNH-0218S,1,2064.5,320,order248
4771,MNH-0218S,1,771,58,order15
4772,QKQ-0218S,1,315,475,order320
4774,MNH-0218S,1,369,58,order281
4775,MNH-0218S,1,572,38,order255
4776,PSKQL-0418S,1,668,287,order357
4777,084-0218S,1,425.5,308,order381
4778,MNH-0218S,1,857,190,order46
4779,MNH-0218S,1,712,378,order356
4780,CGYM-0218S,1,698,330,order328
4781,MNH-0218S,1,903,288,order257
4782,MNH-0215S,1,438,158,order17
4783,MNH-0218S,1,785,383,order247
4784,MNH-0218S,1,1573,573,order255
4785,MNH-0218S,1,888,280,order250
4786,XXB-0215S,1,284,489,order208
4787,HT9-0218S,1,867,58,order148
4788,HT9-0218S,1,2348,520,order148
4789,MNH-0215S,1,478.5,562,order163
4790,CGYM-0218S,1,513,360,order328
4791,MNH-0218S,1,769,307,order155
4792,MNH-0218SD,1,2332,322,order163
4793,MNH-0218S,1,1558,348,order40
4794,MNH-0218S,1,741,38,order2
4795,MNH-0218S,1,1162,279,order250
4796,YW1-0218S,1,898,248,order280
4797,MNH-0218S,1,771,556,order15
4798,XXB-0218S,1,524.5,128,order328
4800,YH-0215S,1,150,409,order318
4801,MNH-0218S,1,841,262,order34
4802,MNH-0218S,1,617.5,530,order85
4803,QKQ-0218S,1,1612.5,428,order255
4804,FMS-0218S,1,761,458,order160
4805,MNH-0218SD,1,557,68,order58
4806,JH-0218S,1,854,550.5,order239
4807,SL-0218S,1,373,178,order208
4808,MNH-0218S,1,961,359,order46
4809,MNH-0218S,1,402,58,order259
4810,MNH-0218S,1,231.5,327,order258
4812,YH-0218S,1,380,358,order320
4813,MNH-0215S,1,1986,1051,order256
4814,CGYM-0218S,1,476,357,order328
4815,MNH-0218S,1,428,406,order75
4816,FMB-0225S,1,708,447,order148
4817,FMS-0218S,1,938,378,order162
4818,MNH-0218S,1,2048,530,order85
4820,YH-0218S,1,380,328,order318
4821,MNH-0215S,1,441,92.5,order252
4822,MNH-0215S,1,513,132.5,order17
4823,MNH-0215S,1,894.5,338,order340
4824,PGBL-0418S,1,907,370,order340
4825,MNH-0218S,1,1502,327,order2
4826,5-0218S,1,1188,284,order238
4827,MNH-0218S,1,402,579,order334
4828,XXB-0218SD,1,2064,426,order334
4829,MNH-0218S,1,398,280,order237
4830,MNH-0218S,1,2378,293,order1
4831,MNH-0218S,1,293,308,order155
4832,MNH-0218S,1,1040,58,order155
4833,HT9-0218S,1,2348,520,order148
4834,MNH-0218S,1,1294,591,order46
4835,MNH-0218S,1,332,329,order40
4836,XXB-0218SD,1,619,495,order369
4837,MNH-0218S,1,794.4,158,order250
4838,MNH-0218S,1,1978,560,order84
4839,QKQ-0215S,1,488,158,order317
4840,MNH-0218S,1,823,423,order247
4841,MNH-0218S,1,1998,38,order249
4842,MNH-0218S,1,862,567,order26
4843,MNH-0218S,1,741,58,order40
4844,MNH-0218S,1,360,307.5,order254
4846,MNH-0215S,1,498,429,order75
4847,MNH-0218SD,1,941,577,order239
4848,XXB-0215S,1,288,78,order318
4849,MNH-0218S,1,1477,58,order317
4850,FMS-0218S,1,2068,560,order161
4851,MNH-0218SD,1,465,546,order78
4852,NJYH-0218SD,1,685,459,order166
4853,MNH-0218S,1,384,48,order164
4854,MNH-0218S,1,762,560,order259
4855,MNH-0218S,1,880,578,order257
4856,MNH-0218SD,1,1344,58,order311
4857,QKQ-0215S,1,388,118,order79
4858,XXB-0218S,1,311,168.5,order251
4859,HT9-0218S,1,364.5,369.5,order399
4860,MNH-0215S,1,1957,542,order79
4861,XXB-0218S,1,1040,308,order155
4862,MNH-0218S,1,2333,327,order155
4863,ZQB-0215S,1,388,118,order127
4864,YMH-0215S,1,388,238,order148
4865,MNH-0218S,1,361,310,order155
4866,MNH-0215S,1,949.5,415,order34
4867,QKQ-0218S,1,799.5,428.5,order255
4868,MNH-0218S,1,857,190,order46
4869,MNH-0218S,1,457,307,order3
4870,MNH-0218S,1,457,58,order3
4871,MNH-0215S,1,288,118,order398
4872,5-0218S,1,2329,447.5,order353
4873,CBZP-0218S,1,998,198,order239
4874,HT9-0218S,1,364.5,369.5,order399
4875,MNH-0218S,1,919.5,340,order371
4876,MNH-0218S,1,1703,180,order281
4877,MNH-0218SD,1,577,58,order60
4878,JH-0218S,1,658,141.5,order239
4879,ZQB-0215S,1,314,389,order127
4880,CGYM-0218S,1,114.5,557,order328
4882,QKQ-0215S,1,488,198,order255
4883,MNH-0218S,1,422,529,order26
4884,MNH-0218S,1,448,58,order79
4885,MNH-0218S,1,794.4,158,order250
4886,MNH-0218S,1,362,58,order340
4887,MNH-0218S,1,612,279,order250
4888,MNH-0218S,1,598,448,order78
4889,MNH-0218S,1,741,58,order40
4890,MNH-0218S,1,851.5,327,order40
4891,MNH-0218SD,1,639,58,order334
4892,MNH-0218S,1,301.5,458,order239
4893,FMS-0215S,1,705.5,92.5,order161
4894,MNH-0218S,1,195.5,48,order26
4895,MNH-0215S,1,388,118,order75
4896,LTNS-0218S,1,318,357,order332
4897,MNH-0215S,1,461.5,431,order202
4898,MNH-0215S,1,238,158,order370
4900,MNH-0218S,1,953,330,order40
4901,MNH-0218S,1,497,135,order225
4902,MNH-0218SD,1,578,58,order239
4903,YW10-0218S,1,788,458,order280
4904,QKQ-0215S,1,431.5,389,order79
4905,NJYH-0218S,1,414.5,408,order84
4906,MNH-0218S,1,2333,330,order155
4907,MNH-0218S,1,1798,556,order249
4908,MNH-0215S,1,514,439,order17
4909,5-0218S,1,2393,560,order353
4910,5-0218S,1,1314.5,297,order208
4911,FMS-0218S,1,417,58,order161
4912,XXB-0218S,1,338,192.5,order26
4913,FMS-0215S,1,1993,762,order160
4914,MNH-0218S,1,369,58,order281
4915,MNH-0218SD,1,369,258,order281
4916,MNH-0218S,1,762,579,order259
4917,HT9-0215S,1,351,720,order399
4918,QKQ-0218S,1,511,128.5,order79
4919,MNH-0218S,1,448,58,order79
4920,XXB-0215S,1,438,118,order251
4921,QKQ-0218S,1,2294,498.5,order317
4922,MNH-0218S,1,478,518,order317
4923,MNH-0218S,1,1498,38,order249
4924,MNH-0218SD,1,1531,560,order225
4925,MNH-0218S,1,971,58,order107
4926,MNH-0218S,1,662,329,order398
4927,MNH-0215S,1,744.5,942,order146
4928,MNH-0218S,1,1362,477,order237
4929,XXB-0215S,1,403,92.5,order334
4930,FMB-0225S,1,1348,448,order148
4931,MNH-0218S,1,590,58,order101
4932,MNH-0215S,1,355,838,order255
4933,MNH-0218S,1,448,198,order259
4935,MNH-0215S,1,238,198,order3
4936,MNH-0215S,1,527.5,239,order3
4937,MNH-0218S,1,806,58,order84
