批次序号,原片材质,原片序号,产品id,产品x坐标,产品y坐标,产品x方向长度,产品y方向长度
3,YW1-0218S,7,3109,96,461,0,320
3,YW1-0218S,7,3176,96,998,320,56
3,YW1-0218S,7,3202,557,462,0,58
3,YW1-0218S,7,3276,1094,58,0,462
3,YW1-0218S,7,3477,96,794.5,376,337
3,YW1-0218S,7,40,96,441.5,713,600
3,YW1-0218S,7,50,537.5,417,713,577
3,YW1-0218S,7,58,537.5,603,1290,388
3,YW1-0218S,7,212,0,580,1678,603.5
3,YW1-0218S,7,263,580,320,1678,461
3,YW1-0218S,7,297,580,1485.5,1678,441
3,YW1-0218S,7,319,580,558,1678,416
3,YW1-0218S,8,337,0,742,0,537
3,YW1-0218S,8,391,742,462,0,339
3,YW1-0218S,8,400,742,338,339,873
3,YW1-0218S,8,430,0,320,537,461
3,YW1-0218S,8,442,0,2320,537,58
3,YW1-0218S,8,509,0,462,998,337
3,YW1-0218S,8,599,462,339,1212,462
3,YW1-0218S,8,740,801,308,1212,922
3,YW1-0218S,8,769,801,2334,1212,340
3,YW1-0218S,8,846,0,462,1335,58
3,YW1-0218S,8,895,0,873,1335,338
3,YW1-0218S,9,1027,0,340,0,574
3,YW1-0218S,9,1182,340,320,0,461
3,YW1-0218S,9,1305,340,742,461,339
3,YW1-0218S,9,1315,0,340,574,574
3,YW1-0218S,9,1367,0,2320,574,58
3,YW1-0218S,9,1383,660,461,0,320
3,YW1-0218S,9,1425,340,320,800,461
3,YW1-0218S,9,1503,660,340,800,834
3,YW1-0218S,9,1504,660,340,800,2334
3,YW1-0218S,9,1539,1082,38,632,923
3,YW1-0218S,9,1558,0,337,1148,794.5
3,YW1-0218S,9,1758,1121,38,0,443
3,YW1-0218S,9,1825,0,337,1942.5,462
3,YW1-0218S,10,1884,0,762,0,797
3,YW1-0218S,10,1900,0,762,797,339
3,YW1-0218S,10,2027,0,574,1136,340
3,YW1-0218S,10,2099,762,339,0,762
3,YW1-0218S,10,2152,762,320,762,461
3,YW1-0218S,10,2197,0,742,1476,339
3,YW1-0218S,10,2256,0,2320,1476,337
3,YW1-0218S,10,2341,1101,38,0,443
3,YW1-0218S,10,2381,1101,319.5,0,741
3,YW1-0218S,11,2396,0,742,0,339
3,YW1-0218S,11,2405,742,340,0,574
3,YW1-0218S,11,2474,0,320,339,461
3,YW1-0218S,11,2539,0,2334,339,340
3,YW1-0218S,11,2603,320,742,679,339
3,YW1-0218S,11,2636,1062,58,679,462
3,YW1-0218S,11,2649,1062,1278,679,38
3,YW1-0218S,11,2725,0,913,1018,308
3,YW1-0218S,11,2796,0,2358,1018,56
3,YW1-0218S,11,2910,0,358,1326,38
3,YW1-0218S,11,3131,358,443,1326,38
3,YW1-0218S,11,3141,358,2418,1326,38
3,YW1-0218S,11,3303,0,834,1364,340
3,YW1-0218S,12,3313,0,934,0,298
3,YW1-0218S,12,3393,0,326,298,38
3,YW1-0218S,12,3494,326,608,298,330
3,YW1-0218S,12,26,0,761,628,319.5
3,YW1-0218S,12,176,0,537,947.5,742
3,YW1-0218S,12,301,0,340,947.5,2334
3,YW1-0218S,12,354,0,1890,947.5,58
3,YW1-0218S,12,358,0,927,947.5,329
3,YW1-0218S,13,382,0,307,0,411
3,YW1-0218S,13,570,307,326,0,412
3,YW1-0218S,13,668,307,1890,0,58
3,YW1-0218S,13,777,0,927,412,329
3,YW1-0218S,13,927,0,326,741,412
3,YW1-0218S,13,1128,326,307,741,411
3,YW1-0218S,13,1181,326,608,1152,330
3,YW1-0218S,13,1402,633,307,741,411
3,YW1-0218S,13,1489,633,1928,741,348
3,YW1-0218S,13,1500,633,412,58,326
3,YW1-0218S,13,1524,1045,98,58,547
3,YW1-0218S,13,1527,0,330,1482,608
3,YW1-0218S,13,1543,330,298,1482,935
3,YW1-0218S,13,1553,330,608,1482,330
3,YW1-0218S,14,1576,0,38,0,462
3,YW1-0218S,14,1652,38,327,0,2323
3,YW1-0218S,14,1677,365,329,0,927
3,YW1-0218S,14,1724,694,411,0,307
3,YW1-0218S,14,1836,694,411,307,307
3,YW1-0218S,14,1944,694,329,614,927
3,YW1-0218S,14,1978,694,327,614,2323
3,YW1-0218S,14,2096,1023,185.5,614,298
3,YW1-0218S,15,2146,0,58,0,412
3,YW1-0218S,15,2178,58,309.5,0,926
3,YW1-0218S,15,2224,0,935,926,298
3,YW1-0218S,15,2255,0,327,926,1890
3,YW1-0218S,15,2296,367.5,38,0,462
3,YW1-0218S,15,2303,405.5,453,0,38
3,YW1-0218S,15,2309,327,571,1224,927
3,YW1-0218S,15,2368,858.5,307,0,411
3,YW1-0218S,15,2451,858.5,926,0,309.5
3,YW1-0218S,15,2492,898,308,1224,934
3,YW1-0218S,15,2543,405.5,307,38,411
3,YW1-0218S,15,2597,405.5,327,38,801.5
3,YW1-0218S,16,2656,0,411,0,307
3,YW1-0218S,16,2708,411,307,0,411
3,YW1-0218S,16,2768,718,448,0,38
3,YW1-0218S,16,2804,718,58,38,412
3,YW1-0218S,16,2825,776,328,38,880
3,YW1-0218S,16,2840,0,328,307,880
3,YW1-0218S,16,2876,0,2323,307,327
3,YW1-0218S,16,2983,328,58,634,412
3,YW1-0218S,16,2989,386,411,918,307
3,YW1-0218S,16,3001,797,326,918,412
3,YW1-0218S,16,3040,0,298,1187,934
3,YW1-0218S,16,3127,298,547,1330,98
3,YW1-0218S,16,3146,298,571,1428,927
3,YW1-0218S,16,3157,869,185.5,1330,298
3,YW1-0218S,16,3170,1054.5,98,1330,547
3,YW1-0218S,17,3271,0,38,0,453
3,YW1-0218S,17,3403,38,308,0,934
3,YW1-0218S,17,3412,346,412,0,58
3,YW1-0218S,17,3534,758,299,0,719
3,YW1-0218S,17,3539,346,751,719,719
3,YW1-0218S,17,102,0,373.5,1438,784
3,YW1-0218S,17,217,0,2323,1438,327
3,YW1-0218S,17,341,0,58,1438,2231
3,YW1-0218S,17,389,373.5,719,1765,299
3,YW1-0218S,17,411,373.5,788,2064,300
3,YW1-0218S,17,413,58,426,2364,38
3,YW1-0218S,17,449,58,788,2364,300
3,YW1-0218S,18,453,0,719,0,261
3,YW1-0218S,18,465,0,788,261,300
3,YW1-0218S,18,502,0,812,561,58
3,YW1-0218S,18,614,0,2269,561,318
3,YW1-0218S,18,644,0,718,879,279.5
3,YW1-0218S,18,662,0,612,1158.5,373.5
3,YW1-0218S,18,684,0,2231,1158.5,58
3,YW1-0218S,18,729,0,751,1532,719
3,YW1-0218S,18,784,788,300,0,298
3,YW1-0218S,18,849,788,751,0,719
3,YW1-0218S,19,880,0,198,0,752
3,YW1-0218S,19,885,198,300,0,298
3,YW1-0218S,19,988,498,58,0,812
3,YW1-0218S,19,1063,0,788,812,300
3,YW1-0218S,19,1204,0,719,1112,299
3,YW1-0218S,19,1218,0,812,1411,58
3,YW1-0218S,19,1287,0,726,1469,278
3,YW1-0218S,19,1291,556,299,0,719
3,YW1-0218S,19,1419,0,718,1747,279.5
3,YW1-0218S,19,1437,812,373.5,719,784
3,YW1-0218S,19,1593,0,751,2026.5,198
3,YW1-0218S,19,1818,855,298,0,300
3,YW1-0218S,19,1828,751,298,1503,880
3,YW1-0218S,19,1846,751,736,1503,278
3,YW1-0218S,19,1949,751,297,1503,801.5
3,YW1-0218S,19,1956,751,300,1503,788
3,YW1-0218S,20,1960,0,373,0,612
3,YW1-0218S,20,2082,373,726,0,278
3,YW1-0218S,20,2168,373,751,278,198
3,YW1-0218S,20,2314,373,299,476,719
3,YW1-0218S,20,2357,0,812,1195,58
3,YW1-0218S,20,2419,0,719,1253,261
3,YW1-0218S,20,2455,0,719,1514,299
3,YW1-0218S,20,2490,672,299,476,719
3,YW1-0218S,20,2493,0,719,1813,299
3,YW1-0218S,20,2591,812,298,1195,880
3,YW1-0218S,20,2596,0,788,2112,300
3,YW1-0218S,20,2740,0,298,612,300
3,YW1-0218S,20,2803,788,300,2075,298
3,YW1-0218S,20,2890,788,719,2075,299
3,YW1-0218S,21,3126,0,719,0,299
3,YW1-0218S,21,3145,0,801.5,299,297
3,YW1-0218S,21,3213,801.5,373,0,612
3,YW1-0218S,21,3272,0,298,596,300
3,YW1-0218S,21,3309,298,719,612,299
3,YW1-0218S,21,3354,298,2231,612,297
3,YW1-0218S,21,3411,0,718,911,279.5
3,YW1-0218S,21,3417,718,373.5,911,784
3,YW1-0218S,21,3436,0,299,1190.5,719
3,YW1-0218S,21,3454,0,1483,1190.5,269
3,YW1-0218S,21,6,299,261,1459.5,719
3,YW1-0218S,22,24,0,948,0,779
3,YW1-0218S,22,57,0,365.5,779,647.5
3,YW1-0218S,22,100,365.5,731.5,779,224.1
3,YW1-0218S,22,101,365.5,365.5,1003.1,614.5
3,YW1-0218S,22,149,0,760,1617.6,627
3,YW1-0218S,22,360,0,647.5,1617.6,365.5
3,YW1-0218S,22,398,0,731.5,1617.6,224.1
3,YW1-0218S,22,525,0,703,2244.6,58
3,YW1-0218S,22,550,0,703,2244.6,269
3,YW1-0218S,22,557,0,614.5,2244.6,365.5
3,YW1-0218S,23,627,0,269,0,1483
3,YW1-0218S,23,652,269,703,0,269
3,YW1-0218S,23,810,269,703,269,53
3,YW1-0218S,23,816,972,53,0,731.5
3,YW1-0218S,23,984,269,270,322,1968
3,YW1-0218S,23,1033,269,760,322,1871
3,YW1-0218S,23,1047,269,703,322,224.1
3,YW1-0218S,24,1048,0,270,0,618
3,YW1-0218S,24,1075,270,647.5,0,365.5
3,YW1-0218S,24,1076,270,365.5,365.5,614.5
3,YW1-0218S,24,1092,917.5,53,0,731.5
3,YW1-0218S,24,1101,635.5,269,365.5,599.5
3,YW1-0218S,24,1165,0,618,980,780
3,YW1-0218S,24,1180,0,618,980,780
3,YW1-0218S,25,1188,0,299,0,760
3,YW1-0218S,25,1199,299,98,0,703
3,YW1-0218S,25,1200,397,614.5,0,365.5
3,YW1-0218S,25,1249,397,323.5,365.5,614.5
3,YW1-0218S,25,1278,0,614.5,980,478.3
3,YW1-0218S,25,1319,0,948,1458.3,58
3,YW1-0218S,25,1325,720.5,365.5,365.5,781
3,YW1-0218S,25,1382,720.5,1968,365.5,780
3,YW1-0218S,26,1389,0,703,0,58
3,YW1-0218S,26,1432,0,1483,0,269
3,YW1-0218S,26,1488,0,779,269,948
3,YW1-0218S,26,1499,779,270,269,618
3,YW1-0218S,26,1510,0,614.5,1217,269
3,YW1-0218S,26,1563,0,270,1217,1968
3,YW1-0218S,26,1644,779,269,887,703
3,YW1-0218S,26,1687,270,760,1590,599.5
3,YW1-0218S,26,1705,270,781,1590,365.5
3,YW1-0218S,27,1706,0,948,0,760
3,YW1-0218S,27,1733,948,270,0,618
3,YW1-0218S,27,1820,948,365.5,0,1904
3,YW1-0218S,27,1821,0,781,760,365.5
3,YW1-0218S,27,1834,0,779,1125.5,948
3,YW1-0218S,27,1867,0,703,2073.5,58
3,YW1-0218S,28,1868,0,779,0,948
3,YW1-0218S,28,1869,779,53,0,703
3,YW1-0218S,28,1909,832,365.5,0,781
3,YW1-0218S,28,1919,0,730.5,948,250
3,YW1-0218S,28,1923,0,731.5,1198,224.1
3,YW1-0218S,28,1924,779,224.1,781,731.5
3,YW1-0218S,28,1925,779,365.5,781,1904
3,YW1-0218S,29,1938,0,1904,0,323.5
3,YW1-0218S,29,1964,0,1968,0,780
3,YW1-0218S,29,2054,0,270,780,618
3,YW1-0218S,29,2124,0,270,780,1968
3,YW1-0218S,29,2135,270,703,780,58
3,YW1-0218S,30,2199,0,365.5,0,647.5
3,YW1-0218S,30,2231,0,1483,0,269
3,YW1-0218S,30,2308,365.5,365.5,269,614.5
3,YW1-0218S,30,2316,0,748,883.5,269
3,YW1-0218S,30,2349,748,365.5,269,1904
3,YW1-0218S,30,2384,0,224.1,1152.5,731.5
3,YW1-0218S,30,2404,0,760,1152.5,299
3,YW1-0218S,31,2436,0,178,0,148
3,YW1-0218S,31,2446,178,224.1,0,703
3,YW1-0218S,31,2461,402.1,53,0,731.5
3,YW1-0218S,31,2573,402.1,780,0,1968
3,YW1-0218S,31,2594,0,53,148,731.5
3,YW1-0218S,31,2625,0,703,1968,53
3,YW1-0218S,31,2640,0,703,2021,224.1
3,YW1-0218S,31,2653,0,760,2021,299
3,YW1-0218S,31,2654,53,269,703,703
3,YW1-0218S,31,2655,322,53,703,703
3,YW1-0218S,31,2721,322,614.5,703,365.5
3,YW1-0218S,31,2814,0,53,879.5,703
3,YW1-0218S,32,2815,0,614.5,0,324
3,YW1-0218S,32,2882,0,1904,0,324
3,YW1-0218S,32,2943,0,323.5,324,1904
3,YW1-0218S,32,2970,323.5,224.1,324,703
3,YW1-0218S,32,2971,547.6,323.5,324,614.5
3,YW1-0218S,32,3035,871.1,269,324,703
3,YW1-0218S,32,3077,547.6,224.1,938.5,731.5
3,YW1-0218S,32,3121,323.5,614.5,1670,365.5
3,YW1-0218S,32,3122,938,250,1027,702
3,YW1-0218S,33,3149,0,760,0,627
3,YW1-0218S,33,3198,0,627,627,760
3,YW1-0218S,33,3205,0,703,1387,224.1
3,YW1-0218S,33,3206,760,58,0,948
3,YW1-0218S,33,3211,818,53,0,731.5
3,YW1-0218S,33,3212,0,780,1611.1,618
3,YW1-0218S,33,3220,0,760,1611.1,627
3,YW1-0218S,33,3233,0,365.5,1611.1,1904
3,YW1-0218S,34,3234,0,948,0,779
3,YW1-0218S,34,3246,948,224.1,0,703
3,YW1-0218S,34,3254,948,1483,0,269
3,YW1-0218S,34,3280,0,730.5,779,250
3,YW1-0218S,34,3318,948,269,703,703
3,YW1-0218S,34,3351,730.5,53,779,703
3,YW1-0218S,34,3430,0,614.5,1029,365.5
3,YW1-0218S,34,3431,0,731.5,1482,53
3,YW1-0218S,34,3455,0,270,1482,1968
3,YW1-0218S,34,3518,270,614.5,1535,478.3
3,YW1-0218S,35,43,0,328,0,298
3,YW1-0218S,35,133,328,345,0,362
3,YW1-0218S,35,340,328,2098,0,348
3,YW1-0218S,35,425,0,326,298,361
3,YW1-0218S,35,433,673,362,348,345
3,YW1-0218S,35,444,0,348,659,348
3,YW1-0218S,35,446,348,762,693,328
3,YW1-0218S,35,464,348,348,693,2098
3,YW1-0218S,35,474,696,361,1021,328
3,YW1-0218S,35,484,696,362,1349,58
3,YW1-0218S,35,495,1110,58,348,362
3,YW1-0218S,35,504,696,361,1407,326
3,YW1-0218S,35,543,0,347,1007,362
3,YW1-0218S,35,586,0,326,1369,361
3,YW1-0218S,35,634,0,762,1369,58
3,YW1-0218S,36,663,0,2098,0,348
3,YW1-0218S,36,706,0,328,348,762
3,YW1-0218S,36,756,328,762,348,347
3,YW1-0218S,36,757,328,361,695,326
3,YW1-0218S,36,830,689,326,695,361
3,YW1-0218S,36,887,1090,58,348,362
3,YW1-0218S,36,972,328,348,1021,348
3,YW1-0218S,36,1046,676,362,1056,345
3,YW1-0218S,36,1051,0,328,1110,361
3,YW1-0218S,36,1198,328,361,1401,326
3,YW1-0218S,36,1251,689,298,1401,328
3,YW1-0218S,36,1347,0,345,1727,362
3,YW1-0218S,36,1360,345,361,1729,326
3,YW1-0218S,36,1577,706,361,1729,326
3,YW1-0218S,36,1598,345,762,2055,347
3,YW1-0218S,36,1684,345,361,2055,326
3,YW1-0218S,36,1701,345,362,2055,58
3,YW1-0218S,36,1743,0,264,2089,328
3,YW1-0218S,37,1778,0,361,0,326
3,YW1-0218S,37,1779,361,362,0,345
3,YW1-0218S,37,1780,361,2098,0,348
3,YW1-0218S,37,1841,0,361,326,326
3,YW1-0218S,37,1926,361,348,348,348
3,YW1-0218S,37,2000,709,348,348,348
3,YW1-0218S,37,2014,0,328,652,762
3,YW1-0218S,37,2112,328,362,696,347
3,YW1-0218S,37,2113,690,328,696,361
3,YW1-0218S,37,2130,328,362,1043,58
3,YW1-0218S,37,2157,690,362,1057,347
3,YW1-0218S,37,2259,1057,58,348,362
3,YW1-0218S,37,2289,328,348,1101,348
3,YW1-0218S,37,2417,676,347,1404,362
3,YW1-0218S,37,2532,0,345,1449,362
3,YW1-0218S,38,2542,0,326,0,361
3,YW1-0218S,38,2552,326,762,0,347
3,YW1-0218S,38,2580,326,362,347,345
3,YW1-0218S,38,2695,688,263,347,328
3,YW1-0218S,38,2706,688,361,675,326
3,YW1-0218S,38,2741,0,328,692,361
3,YW1-0218S,38,2754,328,348,692,348
3,YW1-0218S,38,2962,676,362,1001,345
3,YW1-0218S,38,3049,0,362,1053,58
3,YW1-0218S,38,3051,0,2098,1053,348
3,YW1-0218S,38,3054,0,348,1053,2098
3,YW1-0218S,38,3117,348,348,1401,348
3,YW1-0218S,38,3138,696,348,1401,348
3,YW1-0218S,38,3200,348,361,1749,328
3,YW1-0218S,39,3255,0,328,0,761
3,YW1-0218S,39,3345,328,347,0,762
3,YW1-0218S,39,3385,675,361,0,326
3,YW1-0218S,39,3428,675,362,326,58
3,YW1-0218S,39,3447,675,2098,326,348
3,YW1-0218S,39,3451,675,348,326,2098
3,YW1-0218S,39,3452,0,348,762,348
3,YW1-0218S,39,3485,0,2098,762,348
3,YW1-0218S,40,3495,0,376,0,248
3,YW1-0218S,40,3497,376,238,0,118
3,YW1-0218S,40,324,614,248,0,376
3,YW1-0218S,40,2213,862,118,0,238
3,YW1-0218S,40,2805,0,396,248,92.5
3,YW1-0218S,40,3414,980,118,0,238
3,YW1-0218S,40,7,1098,92.5,0,405
3,YW1-0218S,40,287,0,247,340.5,1445
3,YW1-0218S,40,383,247,397,376,239
3,YW1-0218S,40,823,862,92.5,238,405
3,YW1-0218S,40,1231,376,238,118,118
3,YW1-0218S,40,1361,247,396,615,92.5
3,YW1-0218S,40,1653,954.5,238,405,118
3,YW1-0218S,40,1764,954.5,239,523,406
3,YW1-0218S,40,1854,247,831,929,395
3,YW1-0218S,40,1911,247,406,1324,239
3,YW1-0218S,40,2179,247,1445,1324,247
3,YW1-0218S,40,2956,247,58,1571,762
3,YW1-0218S,40,3078,247,2398,1571,54
3,YW1-0218S,40,3319,305,397,1625,239
3,YW1-0218S,40,3352,702,361,1625,326
3,YW1-0218S,40,3519,644,118,376,238
3,YW1-0218S,40,593,644,118,614,238
3,YW1-0218S,40,720,762,118,643,238
3,YW1-0218S,41,1688,0,2384,0,395
3,YW1-0218S,41,2325,0,831,395,395
3,YW1-0218S,41,2469,831,348,395,348
3,YW1-0218S,41,3516,0,671.5,790,477
3,YW1-0218S,41,251,0,348,790,2098
3,YW1-0218S,41,1133,348,604,1267,477.5
3,YW1-0218S,42,1148,0,477.5,0,604
3,YW1-0218S,42,1186,477.5,477,0,163
3,YW1-0218S,42,1304,477.5,477,163,671.5
3,YW1-0218S,42,1468,0,604,834.5,477.5
3,YW1-0218S,42,1809,0,477,604,163
3,YW1-0218S,42,1822,604,477,834.5,671.5
3,YW1-0218S,42,1939,0,477,1312,163
3,YW1-0218S,42,1955,0,839.5,1506,445
3,YW1-0218S,42,2774,0,604,1951,477.5
3,YW1-0218S,42,2972,0,671.5,1951,477
3,YW1-0218S,42,3106,671.5,477,1951,163
3,YW1-0218S,42,3456,671.5,445,1951,839.5
3,YW1-0218S,43,2903,0,612,0,373
3,YW1-0218S,43,511,612,373.5,0,784
3,YW1-0218S,43,735,0,598,373,1958
3,YW1-0218S,43,1226,0,812,373,296
3,YW1-0218S,43,1663,0,812,373,296
3,YW1-0218S,43,1708,985.5,58,0,2305
3,YW1-0218S,43,2188,985.5,612,0,373.5
3,YW1-0218S,43,2254,598,296,784,812
3,YW1-0218S,44,2322,0,2325,0,58
3,YW1-0218S,44,2530,0,784,58,373.5
3,YW1-0218S,44,3442,784,373.5,58,784
3,YW1-0218S,44,3448,0,812,842,296
3,YW1-0218S,44,3458,812,373,842,612
3,YW1-0218SD,0,511,0,296,0,812
3,YW1-0218SD,0,735,0,2325,0,58
3,YW1-0218SD,0,1226,296,812,58,296
3,YW1-0218SD,0,1663,296,373.5,354,612
3,YW1-0218SD,0,1708,669.5,296,354,812
3,YW1-0218SD,0,2188,0,373,966,612
3,YW1-0218SD,0,2254,373,612,1166,373
3,YW1-0218SD,0,2322,373,784,1539,373.5
3,YW1-0218SD,0,2530,0,812,1912.5,296
3,YW1-0218SD,0,3442,0,2305,1912.5,58
3,YW1-0218SD,0,3448,0,373.5,1912.5,784
3,YW1-0218SD,0,3458,0,373.5,1912.5,784
3,YW1-0225S,0,824,0,358,0,2358
4,5-0218S,0,22754,0,478,0,456
4,5-0218S,0,22930,478,535,0,749
4,5-0218S,0,23529,1013,192,0,493
4,5-0218S,0,23545,1013,1395.5,0,445
4,5-0218S,0,23801,0,413,456,456
4,5-0218S,0,24144,413,749,749,535
4,5-0218S,0,25251,413,445,749,2304
4,5-0218S,1,25377,0,448,0,2304
4,5-0218S,1,25771,448,445,0,2304
4,5-0218S,1,25951,448,493,0,192
4,5-0218S,2,26001,0,398,0,422
4,5-0218S,2,26655,398,144,0,775
4,5-0218S,2,22687,542,385.3,0,649
4,5-0218S,2,22870,542,445,649,1395.5
4,5-0218S,2,24130,542,2304,649,445
4,5-0218S,2,24333,0,649,2044.5,385.3
4,5-0218S,2,24564,0,436,775,496
4,5-0218S,3,24787,0,1922,0,398
4,5-0218S,3,25610,0,1922,0,398
4,5-0218S,3,26097,0,385.3,398,649
4,5-0218S,3,26545,385.3,436,398,188
4,5-0218S,3,26659,385.3,649,586,385.3
4,5-0218S,3,26931,385.3,422,971.3,398
4,5-0218S,3,27337,1034.3,144,398,775
4,CBZP-0218S,0,24488,0,828,0,398
4,GDMY-0215S,0,22857,0,1901,0,881
4,GDMY-0215S,1,23682,0,1000,0,409.5
4,GDMY-0215S,1,24177,0,1901,0,821
4,GDMY-0215S,1,25482,0,881,821,408.5
4,GDMY-0215S,2,26653,0,821,0,1901
4,GDMY-0215S,3,26965,0,409.5,0,1662
4,GDMY-0215S,3,27147,0,1901,0,1000
4,GDMY-0215S,4,22686,0,132.5,0,403
4,GDMY-0215S,4,23019,132.5,403,0,132.5
4,GDMY-0215S,4,23076,535.5,502,0,2271
4,GDMY-0215S,4,23214,132.5,389,132.5,404
4,GDMY-0215S,4,23321,0,388,536.5,158
4,GDMY-0215S,5,23428,0,2271,0,862
4,GDMY-0215S,6,24398,0,460,0,423.5
4,GDMY-0215S,6,25374,460,158,0,388
4,GDMY-0215S,6,25939,618,158,0,388
4,GDMY-0215S,6,26031,776,389,0,404
4,GDMY-0215S,6,26073,460,158,388,388
4,GDMY-0215S,6,26997,460,862,388,2271
4,GDMY-0215S,7,27138,0,412,0,2271
4,GDMY-0215S,7,22602,0,2316,0,787.5
4,GDMY-0215S,8,22621,0,338,0,78
4,GDMY-0215S,8,22847,338,298,0,118
4,GDMY-0215S,8,22873,636,338,0,78
4,GDMY-0215S,8,23046,974,92.5,0,597
4,GDMY-0215S,8,23501,0,194.5,78,645
4,GDMY-0215S,8,23672,194.5,339,118,686
4,GDMY-0215S,8,24118,1066.5,52.5,0,685
4,GDMY-0215S,8,25049,533.5,685,685,52.5
4,GDMY-0215S,8,25544,1119,92.5,0,597
4,GDMY-0215S,8,25836,636,298,78,118
4,GDMY-0215S,8,25871,0,742,804,129.5
4,GDMY-0215S,8,27314,533.5,118,196,298
4,GDMY-0215S,8,22746,533.5,338,494,78
4,GDMY-0215S,8,22999,0,645,933.5,194.5
4,GDMY-0215S,8,23139,0,686,1128,339
4,GDMY-0215S,8,23258,742,299,737.5,598
4,GDMY-0215S,8,23473,0,645,1467,194.5
4,GDMY-0215S,8,24170,0,742,1661.5,129.5
4,GDMY-0215S,8,25044,651.5,118,196,298
4,GDMY-0215S,8,25496,1041,92.5,737.5,597
4,GDMY-0215S,8,25885,1041,1619,737.5,442
4,GDMY-0215S,8,25886,0,598,1791,299
4,GDMY-0215S,8,25961,769.5,118,196,298
4,GDMY-0215S,8,26099,686,298,1335.5,118
4,GDMY-0215S,8,26108,887.5,78,196,338
4,GDMY-0215S,8,26439,887.5,651,196,442
4,GDMY-0215S,9,26469,0,80,0,2000
4,GDMY-0215S,9,26473,80,239,0,286
4,GDMY-0215S,9,27003,319,422,0,2201
4,GDMY-0215S,9,27022,741,159.5,0,548
4,GDMY-0215S,9,27034,0,645,2201,194.5
4,GDMY-0215S,9,27234,900.5,238,0,158
4,GDMY-0215S,9,27301,900.5,238,158,158
4,GDMY-0215S,9,23551,900.5,298,316,118
4,GDMY-0215S,9,23779,80,238,286,158
4,GDMY-0215S,9,24061,900.5,132.5,434,285
4,GDMY-0215S,9,24353,900.5,1134,434,159.5
4,GDMY-0215S,9,26238,741,299,719,598
4,GDMY-0215S,9,27118,80,118,444,298
4,GDMY-0215S,9,27410,645,548,2201,159.5
4,GDMY-0215S,9,22945,645,548,2201,159.5
4,GDMY-0215S,9,23163,645,764,2201,80
4,GDMY-0215S,9,23204,80,239,742,600
4,GDMY-0215S,9,23384,741,192.5,1317,342
4,GDMY-0215S,9,23946,741,299,1317,598
4,GDMY-0215S,9,24377,80,238,1342,158
4,GDMY-0215S,9,24596,1040,158,593.5,238
4,GDMY-0215S,9,25132,1040,597,593.5,92.5
4,GDMY-0215S,9,25656,1040,605,593.5,239
4,GDMY-0215S,9,25674,1040,548,593.5,159.5
4,GDMY-0215S,10,25776,0,158,0,238
4,GDMY-0215S,10,25925,158,129.5,0,592
4,GDMY-0215S,10,25943,287.5,348,0,118
4,GDMY-0215S,10,26044,635.5,348,0,118
4,GDMY-0215S,10,26467,983.5,132.5,0,590
4,GDMY-0215S,10,26657,983.5,2332.5,0,412
4,GDMY-0215S,10,26764,287.5,523,118,349
4,GDMY-0215S,10,26939,810.5,132.5,118,604
4,GDMY-0215S,10,27193,0,158,238,238
4,GDMY-0215S,10,22619,0,599,592,132.5
4,GDMY-0215S,10,22900,599,449,722,624
4,GDMY-0215S,10,23089,0,239,724.5,591
4,GDMY-0215S,10,23115,239,238,724.5,158
4,GDMY-0215S,10,23128,287.5,348,467,118
4,GDMY-0215S,10,23245,287.5,1877.5,467,342
4,GDMY-0215S,11,23311,0,560,0,780
4,GDMY-0215S,11,23461,560,449,0,624
4,GDMY-0215S,11,23556,1009,78,0,238
4,GDMY-0215S,11,23589,1009,198,238,448
4,GDMY-0215S,11,23622,560,522,686,92.5
4,GDMY-0215S,11,23637,560,348,778.5,118
4,GDMY-0215S,11,23977,0,349,780,523
4,GDMY-0215S,11,24129,1087,78,0,238
4,GDMY-0215S,11,24151,1087,771,0,2001
4,GDMY-0215S,11,24418,349,239,896.5,536
4,GDMY-0215S,11,24452,908,158,778.5,348
4,GDMY-0215S,11,24651,588,348,1126.5,158
4,GDMY-0215S,11,24773,936,129.5,1126.5,592
4,GDMY-0215S,12,24918,0,535,0,52.5
4,GDMY-0215S,12,25025,535,132.5,0,522
4,GDMY-0215S,12,25257,0,560,522,626
4,GDMY-0215S,12,25447,560,623,522,172.5
4,GDMY-0215S,12,25807,667.5,198,0,448
4,GDMY-0215S,12,25809,560,172.5,694.5,623
4,GDMY-0215S,13,25810,0,52.5,0,535
4,GDMY-0215S,13,25916,52.5,475,0,1160
4,GDMY-0215S,13,25931,527.5,92.5,0,522
4,GDMY-0215S,13,25948,527.5,1171,0,2001
4,GDMY-0215S,14,26195,0,78,0,238
4,GDMY-0215S,14,26300,78,349,0,523
4,GDMY-0215S,14,26309,427,771,0,560
4,GDMY-0215S,14,26494,0,78,238,238
4,GDMY-0215S,14,26575,0,448,560,198
4,GDMY-0215S,14,26728,448,158,560,348
4,GDMY-0215S,14,27120,606,536,560,239
4,GDMY-0215S,14,27181,0,448,758,198
4,GDMY-0215S,14,27213,606,348,799,158
4,GDMY-0215S,14,27293,0,349,956,523
4,GDMY-0215S,14,27392,954,132.5,799,522
4,GDMY-0215S,15,23026,0,421,0,114.5
4,GDMY-0215S,15,23122,421,751,0,340
4,GDMY-0215S,15,24405,0,114.5,114.5,402
