原片材质,原片序号,产品id,产品x坐标,产品y坐标,产品x方向长度,产品y方向长度
YW10-0218S,81,661,0,1362,709,565
YW10-0218S,81,662,0,83,1274,841
YW10-0218S,81,663,83,464,1274,378.8
YW10-0218S,81,664,547,378.8,1274,464
YW10-0218S,81,665,547,562,1274,709
YW10-0218S,81,666,83,340,1652.8,752
YW10-0218S,82,667,0,58,0,882
YW10-0218S,82,668,58,477,0,691
YW10-0218S,82,669,535,380,0,517.5
YW10-0218S,82,670,535,577,517.5,862
YW10-0218S,82,671,58,279,691,706
YW10-0218S,82,672,337,484,1379.5,389
YW10-0218S,82,673,337,160,691,604
YW10-0218S,82,674,0,557,1768.5,133
YW10-0218S,82,675,1112,58,0,2217
YW10-0218S,82,676,1112,1620,0,377
YW10-0218S,82,677,0,862,1901.5,308
YW10-0218S,82,678,0,862,1901.5,327
YW10-0218S,83,679,0,118,0,978
YW10-0218S,83,680,118,167,0,701.5
YW10-0218S,83,681,285,580,0,2098
YW10-0218S,83,682,285,1362,0,58
YW10-0218S,83,683,0,528,2098,241
YW10-0218S,83,684,0,508.5,2098,831
YW10-0218S,83,685,865,348,58,1128
YW10-0218S,83,686,0,261.5,978,327
YW10-0218S,83,687,0,412,978,558
YW10-0218S,84,688,0,132.5,0,713
YW10-0218S,84,689,132.5,877,0,343
YW10-0218S,84,690,132.5,370,343,1198
YW10-0218S,84,691,502.5,461,343,878
YW10-0218S,84,692,0,882,1541,447
YW10-0218S,84,693,882,318,1221,802
YW10-0218S,85,694,0,1934,0,418
YW10-0218S,85,695,0,698,418,328
YW10-0218S,85,696,698,348,418,880
YW10-0218S,85,697,698,580,418,1998
YW10-0218S,85,698,698,777,418,327
YW10-0218S,85,699,0,58,746,821
YW10-0218S,85,700,58,470.5,746,58
YW10-0218S,86,701,0,354,0,339
YW10-0218S,86,702,354,462,0,379
YW10-0218S,86,703,816,360.5,0,347
YW10-0218S,86,704,816,404,347,339
YW10-0218S,86,705,0,534,379,272.5
YW10-0218S,86,709,0,2034,379,384
YW10-0218S,86,710,0,327,763,361
YW10-0218S,86,711,0,898,1124,448
YW10-0218S,87,712,0,798,0,439
YW10-0218S,87,713,0,2098,0,580
YW10-0218S,87,714,0,364,580,339
YW10-0218S,87,715,364,786,580,316.5
YW10-0218S,87,716,364,328,896.5,526
YW10-0218S,87,717,0,594,1422.5,439
YW10-0218S,87,718,692,88,896.5,771
YW10-0218S,87,719,692,2198,896.5,58
YW10-0218S,88,720,0,801.5,0,755
YW10-0218S,88,721,801.5,363,0,172.5
YW10-0218S,88,722,801.5,400,172.5,536
YW10-0218S,88,723,801.5,58,708.5,1678
YW10-0218S,88,724,0,415,755,389.5
YW10-0218S,88,725,0,1011,755,560
YW10-0218S,88,726,0,38,755,2416
YW10-0218S,89,727,0,118,0,338
YW10-0218S,89,728,118,330,0,2298
YW10-0218S,89,729,448,474.5,0,461.5
YW10-0218S,89,730,448,1931,0,771
YW10-0218S,89,731,448,625,771,38
YW10-0218S,89,732,448,377,809,720
YW10-0218S,90,733,0,58,0,822
YW10-0218S,90,736,58,801,0,58
YW10-0218S,90,737,58,2251,0,956
YW10-0218S,90,738,0,729,956,351.5
YW10-0218S,90,739,729,212.5,956,672
YW10-0218S,90,741,0,578,1307.5,398
YW10-0218S,91,742,0,2034,0,486.5
YW10-0218S,91,743,0,512,486.5,720
YW10-0218S,91,744,512,58,486.5,1462
YW10-0218S,91,745,570,198,486.5,536
YW10-0218S,91,746,570,578,1022.5,518
YW10-0218S,91,747,0,1080,1948.5,378
YW10-0218S,91,748,0,338.5,1948.5,840
YW10-0218S,92,749,0,462,0,2134
YW10-0218S,92,750,462,348,0,373.5
YW10-0218S,92,751,810,382,0,58
YW10-0218S,92,752,810,2308,0,347
YW10-0218S,92,753,462,575,373.5,847
YW10-0218S,92,754,0,942,2134,58
YW10-0218S,92,755,462,444,1220.5,548
YW10-0218S,93,756,0,2334.5,0,311
YW10-0218S,93,757,0,402.5,311,635
YW10-0218S,93,758,402.5,58,311,1165
YW10-0218S,93,759,460.5,367.5,311,910
YW10-0218S,93,760,828,329,311,704
YW10-0218S,93,761,460.5,488,1221,523
YW10-0218S,93,762,0,860,1744,58
YW10-0218S,93,763,0,734,1802,248
YW10-0218S,93,764,0,78,946,488
YW10-0218S,94,765,0,794,0,248
YW10-0218S,94,766,794,393,0,2398
YW10-0218S,94,767,794,798,0,380
YW10-0218S,94,768,0,507,248,415
YW10-0218S,94,769,507,98,248,984
YW10-0218S,94,770,605,58,248,660
YW10-0218S,94,771,605,912.5,248,386.5
YW10-0218S,95,772,0,524.5,0,359
YW10-0218S,95,773,0,888.5,359,360.5
YW10-0218S,95,774,0,1782,359,577
YW10-0218S,95,775,0,489,936,776
