原片材质,原片序号,产品id,产品x坐标,产品y坐标,产品x方向长度,产品y方向长度
FMB-0215S,80,5024,0,667,0,871
FMB-0215S,80,5025,667,88,0,798
FMB-0215S,80,5026,667,2356,0,862
FMB-0215S,81,5027,0,350.5,0,768.5
FMB-0215S,81,5029,350.5,58,0,449.5
FMB-0215S,81,5030,408.5,329,0,832
FMB-0215S,81,5031,408.5,2188,0,565
FMB-0215S,81,5032,737.5,288,565,522
FMB-0215S,81,5033,0,464,832,92.5
FMB-0215S,81,5034,0,871,1087,58
FMB-0215S,81,5035,0,380,768.5,38
FMB-0215S,81,5036,871,329,1087,832
FMB-0215S,81,5037,0,932.5,1919,379
FMB-0215S,81,5038,0,277.5,1145,721
FMB-0215S,81,5039,0,427,924.5,58
FMB-0215S,82,5040,0,812,0,794
FMB-0215S,82,5041,0,447,794,462
FMB-0215S,82,5042,812,365,0,528.5
FMB-0215S,82,5043,447,537,794,931
FMB-0215S,82,5044,984,83,528.5,791
FMB-0215S,82,5045,0,540,1725,662
FMB-0215S,82,5046,540,456.5,1725,178
FMB-0215S,82,5047,540,998,1725,298
FMB-0215S,82,5048,540,495,2023,377
FMB-0215S,82,5049,540,528,2023,173
FMB-0215S,82,5050,540,479.5,2023,470
FMB-0215S,83,5051,0,434.5,0,2313
FMB-0215S,83,5052,0,791,0,538
FMB-0215S,83,5053,791,284.5,0,746
FMB-0215S,83,5054,434.5,438,746,198
FMB-0215S,84,5055,0,57,0,2157
FMB-0215S,84,5056,57,630,0,782
FMB-0215S,84,5057,57,771,0,2291
FMB-0215S,84,5058,828,318,0,52.5
FMB-0215S,84,5059,1146,38,0,498
FMB-0215S,84,5060,1146,630,0,782
FMB-0215S,85,5061,0,847,0,340
FMB-0215S,85,5062,0,447,340,502
FMB-0215S,85,5063,847,359,0,788
FMB-0215S,85,5064,447,462,788,447
FMB-0215S,85,5065,909,168.5,788,594.5
FMB-0215S,85,5066,909,2234,788,482.5
FMB-0215S,86,5067,0,798,0,317.6
FMB-0215S,86,5068,0,1312,0,327
FMB-0215S,86,5069,0,2078,0,58
FMB-0215S,86,5070,0,883,327,501
FMB-0215S,86,5071,0,2148,327,330
FMB-0215S,86,5072,0,1428.5,327,707
FMB-0215S,87,5073,0,321,0,38
FMB-0215S,87,5074,321,288,0,78
FMB-0215S,87,5075,609,430,0,316
FMB-0215S,87,5076,0,548,78,871
FMB-0215S,87,5077,548,369,316,38
FMB-0215S,87,5078,917,297,316,1048
FMB-0215S,87,5079,917,560,316,2098
FMB-0215S,88,5080,0,983,0,963
FMB-0215S,88,5081,983,58,0,1668
FMB-0215S,88,5082,0,780,963,848
FMB-0215S,88,5083,0,375,963,1381
FMB-0215S,88,5084,780,380,1668,248
FMB-0215S,89,5085,0,38,0,1933
FMB-0215S,89,5086,38,507,0,38
FMB-0215S,89,5087,545,527,0,722
FMB-0215S,89,5088,38,249,38,834
FMB-0215S,89,5089,287,902,722,364
FMB-0215S,89,5090,287,2398,722,330
FMB-0215S,89,5091,38,898,1086,348
FMB-0215S,90,5092,0,209.5,0,651
FMB-0215S,90,5093,209.5,327,0,1163
FMB-0215S,90,5094,209.5,2433,0,58
FMB-0215S,90,5095,209.5,580,0,2403
FMB-0215S,90,5096,209.5,2194,0,419
FMB-0215S,91,5097,0,530,0,2098
FMB-0215S,91,5098,530,510,0,1194
FMB-0215S,91,5099,530,348,1194,811
FMB-0215S,91,5100,530,441,1194,528
FMB-0215S,91,5101,1040,58,0,2058
FMB-0215S,91,5102,1040,969,0,546
FMB-0215S,91,5103,530,507,2005,58
FMB-0215S,91,5105,0,821,2098,58
FMB-0215S,92,5106,0,239,0,324.5
FMB-0215S,92,5107,0,2201,0,946
FMB-0215S,92,5108,0,362,946,547
FMB-0215S,92,5109,362,447,946,502
FMB-0215S,93,5110,0,871,0,2265
FMB-0215S,93,5111,0,380,0,497
FMB-0215S,93,5112,0,420,0,1294
FMB-0215S,94,5113,0,931,0,440
FMB-0215S,94,5114,0,468,440,586
FMB-0215S,94,5115,468,415,440,700
FMB-0215S,94,5116,0,959,1140,395
FMB-0215S,94,5117,0,340,1535,847
FMB-0215S,94,5118,340,664.5,1535,442
FMB-0215S,94,5119,340,408,1535,523
FMB-0215S,94,5120,748,445,1977,174
FMB-0215S,94,5121,748,298,1977,928
FMB-0215S,94,5122,931,58,0,662
FMB-0215S,94,5123,989,92.5,0,589
FMB-0215S,94,5124,1081.5,58,0,857
FMB-0215S,94,5125,1139.5,52.5,0,362
FMB-0215S,94,5126,1139.5,532,0,92.5
FMB-0215S,94,5127,1139.5,629,0,306
FMB-0215S,95,5128,0,430,0,1618.5
FMB-0215S,95,5129,430,422,0,1377.5
FMB-0215S,95,5130,430,398,0,2338
FMB-0215S,95,5131,852,310,0,405
FMB-0215S,96,5132,0,579,0,1004
FMB-0215S,96,5133,579,290,0,692
FMB-0215S,96,5134,579,770,0,2306
FMB-0215S,96,5135,0,572,1004,510
FMB-0215S,97,5136,0,827.7,0,2001
